Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Shots,Age,Nationality,Rank
2017/18,362438.0,Renato Sanches,Renato Júnior,Luz Sanches,M,85.0,Centre Central Midfielder,Swansea City,SWA,12.0,27 years 5 days,Portugal,231.0
2017/18,160330.0,Alberto Moreno,Alberto,Moreno,D,18.0,Left Full Back,n/a,n/a,12.0,32 years 49 days,Spain,231.0
2017/18,41422.0,Kyle Naughton,Kyle,Naughton,D,26.0,Right Full Back,Swansea City,SWA,12.0,35 years 280 days,England,231.0
2017/18,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,12.0,30 years 165 days,Scotland,231.0
2017/18,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,12.0,29 years 42 days,England,231.0
2017/18,337562.0,Victor Wanyama,Victor,Wanyama,M,2.0,Centre Defensive Midfielder,n/a,n/a,12.0,33 years 59 days,Kenya,231.0
2017/18,48514.0,Danny Williams,Danny,Williams,M,19.0,Centre Defensive Midfielder,Huddersfield Town,HUD,12.0,35 years 168 days,United States,231.0
2017/18,348195.0,Harry Arter,Harry,Arter,M,n/a,Midfielder,n/a,n/a,11.0,34 years 239 days,Ireland,247.0
2017/18,258829.0,Guido Carrillo,Guido,Carrillo,F,7.0,Centre Striker,n/a,n/a,11.0,33 years 90 days,Argentina,247.0
2017/18,349855.0,Ciaran Clark,Ciaran,Clark,D,26.0,Centre Central Defender,n/a,n/a,11.0,34 years 332 days,Ireland,247.0
2017/18,160625.0,Mousa Dembélé,Mousa,Dembélé,M,8.0,Central Midfielder,n/a,n/a,11.0,37 years 38 days,Belgium,247.0
2017/18,156961.0,Darren Fletcher,Darren,Fletcher,M,n/a,Centre Central Midfielder,Stoke City,STK,11.0,40 years 204 days,Scotland,247.0
2017/18,311979.0,Christian Fuchs,Christian,Fuchs,D,22.0,Left Full Back,n/a,n/a,11.0,38 years 138 days,Austria,247.0
2017/18,280528.0,Matty James,Matty,James,M,6.0,Centre Central Midfielder,n/a,n/a,11.0,33 years 32 days,England,247.0
2017/18,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,11.0,36 years 105 days,England,247.0
2017/18,43049.0,Joël Matip,Joël,Matip,D,32.0,Centre Central Defender,n/a,n/a,11.0,33 years 15 days,Cameroon,247.0
2017/18,336374.0,David Luiz,David Luiz,Moreira Marinho,D,23.0,Centre Central Defender,n/a,n/a,11.0,37 years 123 days,Brazil,247.0
2017/18,154374.0,Adrien Silva,Adrien Sebastian,Perruchet Silva,M,15.0,Centre Central Midfielder,n/a,n/a,11.0,35 years 161 days,Portugal,247.0
2017/18,291870.0,Josh Sims,Josh,Sims,M,20.0,Left/Right Winger,n/a,n/a,11.0,27 years 148 days,England,247.0
2017/18,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,11.0,30 years 209 days,England,247.0
2017/18,31291.0,John Stones,John,Stones,D,5.0,Centre Central Defender,Manchester City,MCI,11.0,30 years 87 days,England,247.0
2017/18,166766.0,Charlie Adam,Charlie,Adam,M,n/a,Centre Central Midfielder,Stoke City,STK,10.0,38 years 257 days,Scotland,261.0
2017/18,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,10.0,35 years 174 days,Belgium,261.0
2017/18,288846.0,Saido Berahino,Saido,Berahino,F,24.0,Centre Striker,n/a,n/a,10.0,31 years 19 days,Burundi,261.0
2017/18,288155.0,Gary Cahill,Gary,Cahill,D,24.0,Centre Central Defender,n/a,n/a,10.0,38 years 248 days,England,261.0
2017/18,360824.0,Calum Chambers,Calum,Chambers,D,12.0,Defender,n/a,n/a,10.0,29 years 216 days,England,261.0
2017/18,160457.0,Fabian Delph,Fabian,Delph,M,8.0,Left/Centre Central Midfielder,n/a,n/a,10.0,34 years 276 days,England,261.0
2017/18,19449.0,Nathan Dyer,Nathan,Dyer,M,24.0,Right Winger,n/a,n/a,10.0,36 years 268 days,England,261.0
2017/18,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,West Bromwich Albion,WBA,10.0,36 years 233 days,Northern Ireland,261.0
2017/18,6727.0,Marouane Fellaini,Marouane,Fellaini,M,27.0,Centre Attacking Midfielder,n/a,n/a,10.0,36 years 275 days,Belgium,261.0
2017/18,30562.0,Christian Kabasele,Christian,Kabasele,D,27.0,Centre Central Defender,n/a,n/a,10.0,33 years 181 days,Belgium,261.0
2017/18,335966.0,Kevin Long,Kevin,Long,D,26.0,Centre Central Defender,n/a,n/a,10.0,34 years 5 days,Ireland,261.0
2017/18,339647.0,Adrian Mariappa,Adrian,Mariappa,D,5.0,Centre Central Defender,n/a,n/a,10.0,37 years 325 days,Jamaica,261.0
2017/18,292408.0,Stefano Okaka,Stefano,Okaka,F,77.0,Centre Striker,n/a,n/a,10.0,35 years 14 days,Italy,261.0
2017/18,144539.0,Jason Puncheon,Jason,Puncheon,M,42.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,10.0,38 years 66 days,England,261.0
2017/18,312524.0,Christopher Schindler,Christopher,Schindler,D,16.0,Centre Central Defender,Huddersfield Town,HUD,10.0,34 years 116 days,Germany,261.0
2017/18,256350.0,Mike van der Hoorn,Mike,van der Hoorn,D,6.0,Centre Central Defender,n/a,n/a,10.0,31 years 313 days,Netherlands,261.0
2017/18,320599.0,Kiko Femenía,Kiko,Femenía,D,17.0,Right Wing Back,Watford,WAT,9.0,33 years 203 days,Spain,277.0
2017/18,312092.0,Kieran Gibbs,Kieran,Gibbs,D,3.0,Left Full Back,West Bromwich Albion,WBA,9.0,34 years 332 days,England,277.0
2017/18,262223.0,Vincent Kompany,Vincent,Kompany,D,4.0,Defender,n/a,n/a,9.0,38 years 135 days,Belgium,277.0
2017/18,170758.0,Laurent Koscielny,Laurent,Koscielny,D,6.0,Centre Central Defender,n/a,n/a,9.0,38 years 348 days,France,277.0
2017/18,341051.0,Arthur Masuaku,Arthur,Masuaku,D,26.0,Left Full Back,n/a,n/a,9.0,30 years 290 days,DR Congo,277.0
2017/18,163393.0,Luciano Narsingh,Luciano,Narsingh,F,7.0,Left/Right Winger,Swansea City,SWA,9.0,33 years 345 days,Netherlands,277.0
2017/18,340730.0,Sandro Ramírez,Sandro,Ramírez,F,19.0,Striker,n/a,n/a,9.0,29 years 45 days,Spain,277.0
2017/18,129435.0,Diafra Sakho,Diafra,Sakho,F,25.0,Centre Striker,n/a,n/a,9.0,34 years 243 days,Senegal,277.0
2017/18,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,9.0,28 years 72 days,Colombia,277.0
2017/18,313922.0,Benik Afobe,Benik,Afobe,F,7.0,Centre Striker,n/a,n/a,8.0,31 years 193 days,DR Congo,286.0
2017/18,342397.0,José Fonte,José Miguel,da Rocha Fonte,D,6.0,Central Defender,n/a,n/a,8.0,40 years 245 days,Portugal,286.0
2017/18,281578.0,Gerard Deulofeu,Gerard,Deulofeu,F,10.0,Left Winger,n/a,n/a,8.0,30 years 163 days,Spain,286.0
2017/18,163773.0,Mohamed Elneny,Mohamed Naser,Elsayed Elneny,M,15.0,Centre Defensive Midfielder,n/a,n/a,8.0,32 years 43 days,Egypt,286.0
2017/18,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,n/a,n/a,8.0,35 years 184 days,Argentina,286.0
2017/18,267496.0,Timothy Fosu-Mensah,Timothy,Fosu-Mensah,D,24.0,Left/Centre/Right Central Defender,n/a,n/a,8.0,26 years 234 days,Netherlands,286.0
2017/18,357848.0,Florent Hadërgjonaj,Florent,Hadërgjonaj,D,94.0,Right Full Back,n/a,n/a,8.0,30 years 23 days,Kosovo,286.0
2017/18,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,8.0,32 years 31 days,England,286.0
2017/18,171328.0,Chris Löwe,Chris,Löwe,D,15.0,Left Full Back,Huddersfield Town,HUD,8.0,35 years 129 days,Germany,286.0
2017/18,361887.0,Scott Malone,Scott,Malone,D,33.0,Left Full Back,n/a,n/a,8.0,33 years 151 days,England,286.0
2017/18,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,8.0,36 years 92 days,Italy,286.0
2017/18,281604.0,Sebastian Prödl,Sebastian,Prödl,D,4.0,Centre Central Defender,n/a,n/a,8.0,37 years 63 days,Austria,286.0
2017/18,320508.0,Tommy Smith,Tommy,Smith,D,2.0,Right Full Back,Huddersfield Town,HUD,8.0,32 years 131 days,England,286.0
2017/18,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,8.0,34 years 144 days,England,286.0
2017/18,138635.0,Claudio Yacob,Claudio,Yacob,M,24.0,Centre Defensive Midfielder,West Bromwich Albion,WBA,8.0,37 years 36 days,Argentina,286.0
2017/18,4600.0,Leighton Baines,Leighton,Baines,D,3.0,Left Full Back,n/a,n/a,7.0,39 years 256 days,England,301.0
2017/18,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,n/a,n/a,7.0,28 years 73 days,Denmark,301.0
2017/18,304775.0,Edimilson Fernandes,Edimilson,Fernandes,M,11.0,Centre Central Midfielder,n/a,n/a,7.0,28 years 130 days,Switzerland,301.0
2017/18,300740.0,Phil Jagielka,Phil,Jagielka,D,6.0,Centre Central Defender,n/a,n/a,7.0,42 years 6 days,England,301.0
2017/18,350242.0,Roque Mesa,Roque,Mesa,M,15.0,Centre Central Midfielder,n/a,n/a,7.0,35 years 77 days,Spain,301.0
2017/18,277658.0,Danny Rose,Danny,Rose,D,3.0,Left Full Back,n/a,n/a,7.0,34 years 52 days,England,301.0
2017/18,356779.0,Islam Slimani,Islam,Slimani,F,13.0,Forward,n/a,n/a,7.0,36 years 66 days,Algeria,301.0
2017/18,362215.0,Alexander Sørloth,Alexander,Sørloth,F,9.0,Centre Striker,n/a,n/a,7.0,28 years 262 days,Norway,301.0
2017/18,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,n/a,n/a,7.0,33 years 339 days,England,301.0
2017/18,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,n/a,n/a,6.0,27 years 246 days,England,310.0
2017/18,320646.0,Fousseni Diabaté,Fousseni,Diabaté,M,18.0,Right Winger,n/a,n/a,6.0,28 years 310 days,Mali,310.0
2017/18,291459.0,Danny Drinkwater,Danny,Drinkwater,M,15.0,Midfielder,n/a,n/a,6.0,34 years 171 days,England,310.0
2017/18,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,6.0,27 years 306 days,England,310.0
2017/18,296173.0,Fernando Llorente,Fernando,Llorente,F,12.0,Centre Striker,n/a,n/a,6.0,39 years 179 days,Spain,310.0
2017/18,357819.0,Jürgen Locadia,Jürgen,Locadia,F,19.0,Centre Striker,n/a,n/a,6.0,30 years 290 days,Curacao,310.0
2017/18,90688.0,Ezequiel Schelotto,Ezequiel,Schelotto,D,21.0,Defender,n/a,n/a,6.0,35 years 92 days,Argentina,310.0
2017/18,281237.0,Stephen Ward,Stephen,Ward,D,3.0,Left Full Back,n/a,n/a,6.0,39 years 3 days,Ireland,310.0
2017/18,312091.0,DeAndre Yedlin,DeAndre,Yedlin,D,2.0,Right Full Back,n/a,n/a,6.0,31 years 45 days,United States,310.0
2017/18,44033.0,Pablo Zabaleta,Pablo,Zabaleta,D,5.0,Right Full Back,n/a,n/a,6.0,39 years 220 days,Argentina,310.0
2017/18,319847.0,Geoff Cameron,Geoff,Cameron,D,20.0,Defender,n/a,n/a,5.0,39 years 43 days,United States,320.0
2017/18,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,5.0,35 years 317 days,Ireland,320.0
2017/18,277018.0,Sam Field,Sam,Field,M,8.0,Centre Central Midfielder,n/a,n/a,5.0,26 years 107 days,England,320.0
2017/18,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,5.0,27 years 92 days,England,320.0
2017/18,337757.0,Martin Kelly,Martin,Kelly,D,34.0,Right Full Back,n/a,n/a,5.0,34 years 118 days,England,320.0
2017/18,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,n/a,n/a,5.0,26 years 360 days,England,320.0
2017/18,361726.0,Oliver McBurnie,Oliver,McBurnie,F,16.0,Centre Striker,n/a,n/a,5.0,28 years 80 days,Scotland,320.0
2017/18,343697.0,Benjamin Mendy,Benjamin,Mendy,D,5.0,Left Full Back,n/a,n/a,5.0,30 years 37 days,France,320.0
2017/18,268500.0,Winston Reid,Winston,Reid,D,23.0,Centre Central Defender,n/a,n/a,5.0,36 years 51 days,New Zealand,320.0
2017/18,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,5.0,25 years 222 days,England,320.0
2017/18,340986.0,Lucas Moura,Lucas,Rodrigues Moura da Silva,F,n/a,Winger,n/a,n/a,5.0,32 years 10 days,Brazil,320.0
2017/18,295821.0,Marcos Rojo,Marcos,Rojo,D,6.0,Left/Centre Central Defender,n/a,n/a,5.0,34 years 156 days,Argentina,320.0
2017/18,6161.0,Wayne Routledge,Wayne,Routledge,M,15.0,Right Winger,Swansea City,SWA,5.0,39 years 229 days,England,320.0
2017/18,338152.0,Abdelhamid Sabiri,Abdelhamid,Sabiri,M,11.0,Attacking Midfielder,Huddersfield Town,HUD,5.0,27 years 269 days,Morocco,320.0
2017/18,258394.0,Morgan Schneiderlin,Morgan,Schneiderlin,M,6.0,Centre Defensive Midfielder,n/a,n/a,5.0,34 years 289 days,France,320.0
2017/18,138364.0,Yaya Touré,Yaya,Touré,M,42.0,Central Midfielder,n/a,n/a,5.0,41 years 102 days,Cote D’Ivoire,320.0
2017/18,323820.0,Nikola Vlasic,Nikola,Vlasic,M,16.0,Centre Attacking Midfielder,n/a,n/a,5.0,26 years 324 days,Croatia,320.0
2017/18,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,n/a,n/a,5.0,34 years 299 days,England,320.0
2017/18,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,n/a,n/a,5.0,27 years 252 days,Ukraine,320.0
2017/18,180097.0,Gaëtan Bong,Gaëtan,Bong,D,6.0,Left Full Back,n/a,n/a,4.0,36 years 120 days,Cameroon,339.0
2017/18,20252.0,Miguel Britos,Miguel,Britos,D,3.0,Left/Centre Central Defender,n/a,n/a,4.0,39 years 37 days,Uruguay,339.0
2017/18,346831.0,Oliver Burke,Oliver,Burke,F,45.0,Centre Striker,n/a,n/a,4.0,27 years 138 days,Scotland,339.0
2017/18,343761.0,Sam Byram,Sam,Byram,D,25.0,Right Full Back,n/a,n/a,4.0,30 years 342 days,England,339.0
2017/18,326908.0,Nacer Chadli,Nacer,Chadli,M,89.0,Left/Centre/Right Attacking Midfielder,West Bromwich Albion,WBA,4.0,35 years 21 days,Belgium,339.0
2017/18,145119.0,James Collins,James,Collins,D,39.0,Centre Central Defender,n/a,n/a,4.0,41 years,Wales,339.0
2017/18,176689.0,Paul Dummett,Paul,Dummett,D,n/a,Defender,n/a,n/a,4.0,32 years 332 days,Wales,339.0
2017/18,126029.0,Zlatan Ibrahimovic,Zlatan,Ibrahimovic,F,11.0,Centre Striker,n/a,n/a,4.0,42 years 325 days,Sweden,339.0
2017/18,162028.0,Beram Kayal,Beram,Kayal,M,21.0,Centre Defensive Midfielder,n/a,n/a,4.0,36 years 113 days,Israel,339.0
2017/18,335850.0,Matthew Lowton,Matthew,Lowton,D,38.0,Right Full Back,n/a,n/a,4.0,35 years 75 days,England,339.0
2017/18,305212.0,Bruno Martins Indi,Bruno,Martins Indi,D,4.0,Defender,n/a,n/a,4.0,32 years 197 days,Netherlands,339.0
2017/18,134603.0,Kevin Mirallas,Kevin,Mirallas,F,11.0,Left/Right Winger,n/a,n/a,4.0,36 years 323 days,Belgium,339.0
2017/18,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,4.0,29 years 342 days,Serbia,339.0
2017/18,39500.0,James Morrison,James,Morrison,M,n/a,Midfielder,West Bromwich Albion,WBA,4.0,38 years 90 days,Scotland,339.0
2017/18,163251.0,Georges-Kévin Nkoudou,Georges-Kévin,Nkoudou,M,7.0,Left/Right Winger,n/a,n/a,4.0,29 years 192 days,Cameroon,339.0
2017/18,171555.0,Konstantinos Stafylidis,Konstantinos,Stafylidis,D,5.0,Left Full Back,Stoke City,STK,4.0,30 years 265 days,Greece,339.0
2017/18,18272.0,Eric Bailly,Eric,Bailly,D,4.0,Centre Central Defender,n/a,n/a,3.0,30 years 133 days,Cote D’Ivoire,355.0
2017/18,181809.0,Moritz Bauer,Moritz,Bauer,D,2.0,Right Full Back,n/a,n/a,3.0,32 years 211 days,Austria,355.0
2017/18,341543.0,Daley Blind,Daley,Blind,D,17.0,Left Full Back,n/a,n/a,3.0,34 years 167 days,Netherlands,355.0
2017/18,256796.0,Brahim Díaz,Brahim,Díaz,F,21.0,Left/Centre Winger,n/a,n/a,3.0,25 years 20 days,Morocco,355.0
2017/18,136702.0,Connor Goldson,Connor,Goldson,D,6.0,Centre Central Defender,n/a,n/a,3.0,31 years 249 days,England,355.0
2017/18,139710.0,Stephen Ireland,Stephen,Ireland,M,17.0,Centre Central Midfielder,n/a,n/a,3.0,38 years 1 day,Ireland,355.0
2017/18,268846.0,Jonjoe Kenny,Jonjoe,Kenny,D,16.0,Right Full Back,n/a,n/a,3.0,27 years 161 days,England,355.0
2017/18,345855.0,Aymeric Laporte,Aymeric,Laporte,D,27.0,Centre Central Defender,n/a,n/a,3.0,30 years 88 days,Spain,355.0
2017/18,94284.0,Joe Lolley,Joe,Lolley,F,23.0,Left/Right Winger,n/a,n/a,3.0,31 years 364 days,England,355.0
2017/18,343555.0,Ademola Lookman,Ademola,Lookman,F,11.0,Left/Right Winger,n/a,n/a,3.0,26 years 308 days,Nigeria,355.0
2017/18,302679.0,Allan Nyom,Allan,Nyom,D,2.0,Right Full Back,n/a,n/a,3.0,36 years 105 days,Cameroon,355.0
2017/18,327274.0,Erik Pieters,Erik,Pieters,D,15.0,Left Full Back,n/a,n/a,3.0,36 years 16 days,Netherlands,355.0
2017/18,315859.0,Mamadou Sakho,Mamadou,Sakho,D,75.0,Centre Central Defender,n/a,n/a,3.0,34 years 192 days,France,355.0
2017/18,355662.0,Danny Simpson,Danny,Simpson,D,n/a,Defender,n/a,n/a,3.0,37 years 232 days,England,355.0
2017/18,126920.0,Markus Suttner,Markus,Suttner,D,29.0,Left Full Back,n/a,n/a,3.0,37 years 129 days,Austria,355.0
2017/18,168961.0,Leonardo Ulloa,Leonardo,Ulloa,F,9.0,Centre Striker,n/a,n/a,3.0,38 years 28 days,Argentina,355.0
2017/18,300569.0,Molla Wagué,Molla,Wagué,D,25.0,Defender,n/a,n/a,3.0,33 years 184 days,Mali,355.0
2017/18,180235.0,Nahki Wells,Nahki,Wells,F,21.0,Centre Striker,n/a,n/a,3.0,34 years 83 days,Bermuda,355.0
2017/18,340927.0,Harry Winks,Harry,Winks,M,8.0,Centre Central Midfielder,n/a,n/a,3.0,28 years 203 days,England,355.0
2017/18,335248.0,Rolando Aarons,Rolando,Aarons,M,20.0,Left/Right Winger,n/a,n/a,2.0,28 years 281 days,Jamaica,374.0
2017/18,335366.0,Phil Bardsley,Phil,Bardsley,D,27.0,Right Full Back,Burnley,BUR,2.0,39 years 56 days,Scotland,374.0
2017/18,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Chelsea,CHE,2.0,30 years 262 days,England,374.0
2017/18,132955.0,Kyle Bartley,Kyle,Bartley,D,5.0,Centre Central Defender,Swansea City,SWA,2.0,33 years 93 days,England,374.0
2017/18,277218.0,Yohan Benalouane,Yohan,Benalouane,D,29.0,Defender,n/a,n/a,2.0,37 years 148 days,Tunisia,374.0
2017/18,362698.0,Tyrese Campbell,Tyrese,Campbell,F,n/a,Centre Striker,n/a,n/a,2.0,24 years 239 days,England,374.0
2017/18,4242.0,Michael Carrick,Michael,Carrick,M,16.0,Centre Central Midfielder,n/a,n/a,2.0,43 years 26 days,England,374.0
2017/18,347715.0,Craig Cathcart,Craig,Cathcart,D,n/a,Centre Central Defender,Watford,WAT,2.0,35 years 199 days,Northern Ireland,374.0
2017/18,322764.0,Hamza Choudhury,Hamza,Choudhury,M,4.0,Central Midfielder,Leicester City,LEI,2.0,26 years 327 days,England,374.0
2017/18,27098.0,Nathaniel Clyne,Nathaniel,Clyne,D,17.0,Right Full Back,n/a,n/a,2.0,33 years 140 days,England,374.0
2017/18,279895.0,Matteo Darmian,Matteo,Darmian,D,36.0,Left/Right Full Back,n/a,n/a,2.0,34 years 265 days,Italy,374.0
2017/18,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,n/a,n/a,2.0,23 years 290 days,England,374.0
2017/18,20168.0,Glen Johnson,Glen,Johnson,D,8.0,Left/Right Full Back,n/a,n/a,2.0,40 years,England,374.0
2017/18,6013.0,Phil Jones,Phil,Jones,D,4.0,Centre Central Defender,n/a,n/a,2.0,32 years 184 days,England,374.0
2017/18,347662.0,Davy Klaassen,Davy,Klaassen,M,14.0,Attacking Midfielder,n/a,n/a,2.0,31 years 184 days,Netherlands,374.0
2017/18,359129.0,Terence Kongolo,Terence,Kongolo,D,15.0,Central Defender,n/a,n/a,2.0,30 years 191 days,Netherlands,374.0
2017/18,162276.0,Eliaquim Mangala,Eliaquim,Mangala,D,4.0,Centre Central Defender,n/a,n/a,2.0,33 years 192 days,France,374.0
2017/18,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,2.0,30 years 110 days,Spain,374.0
2017/18,338608.0,Cuco Martina,Cuco,Martina,D,15.0,Defender,n/a,n/a,2.0,34 years 333 days,Curacao,374.0
2017/18,5899.0,Per Mertesacker,Per,Mertesacker,D,4.0,Centre Central Defender,n/a,n/a,2.0,39 years 329 days,Germany,374.0
2017/18,329286.0,Charly Musonda,Charly,Musonda,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,27 years 313 days,Belgium,374.0
2017/18,353831.0,Reiss Nelson,Reiss,Nelson,M,n/a,Left/Centre/Right Winger,Arsenal,ARS,2.0,24 years 257 days,England,374.0
2017/18,313729.0,Kasey Palmer,Kasey,Palmer,M,45.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,27 years 288 days,Jamaica,374.0
2017/18,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,n/a,n/a,2.0,30 years 20 days,Italy,374.0
2017/18,137887.0,Jérémy Pied,Jérémy,Pied,D,26.0,Right Full Back,n/a,n/a,2.0,35 years 182 days,France,374.0
2017/18,90689.0,Liam Rosenior,Liam,Rosenior,D,23.0,Defender,n/a,n/a,2.0,40 years 45 days,England,374.0
2017/18,10195.0,Bruno,Bruno,Saltor Grau,D,2.0,Right Full Back,n/a,n/a,2.0,43 years 327 days,Spain,374.0
2017/18,292304.0,Nordin Amrabat,Nordin,Amrabat,F,5.0,Forward,n/a,n/a,1.0,37 years 145 days,Morocco,401.0
2017/18,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,n/a,n/a,1.0,26 years 258 days,England,401.0
2017/18,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,n/a,n/a,1.0,28 years 133 days,Poland,401.0
2017/18,277654.0,Isaiah Brown,Isaiah,Brown,M,20.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 229 days,England,401.0
2017/18,187933.0,Francis Coquelin,Francis,Coquelin,M,19.0,Centre Defensive Midfielder,n/a,n/a,1.0,33 years 102 days,France,401.0
2017/18,289237.0,Aleksandar Dragovic,Aleksandar,Dragovic,D,15.0,Defender,n/a,n/a,1.0,33 years 170 days,Austria,401.0
2017/18,361025.0,Tom Edwards,Tom,Edwards,D,2.0,Defender,n/a,n/a,1.0,25 years 214 days,England,401.0
2017/18,348086.0,Ramiro Funes Mori,Ramiro,Funes Mori,D,3.0,Central Defender,n/a,n/a,1.0,33 years 171 days,Argentina,401.0
2017/18,30658.0,Jesús Gámez,Jesús,Gámez Duarte,D,27.0,Right Full Back,n/a,n/a,1.0,39 years 135 days,Spain,401.0
2017/18,346845.0,Rob Holding,Rob,Holding,D,4.0,Centre Central Defender,n/a,n/a,1.0,28 years 338 days,England,401.0
2017/18,135939.0,Ragnar Klavan,Ragnar,Klavan,D,15.0,Left/Centre Central Defender,n/a,n/a,1.0,38 years 298 days,Estonia,401.0
2017/18,115678.0,Bojan,Bojan,Krkíc Pérez,F,15.0,Left/Centre/Right Second Striker,n/a,n/a,1.0,33 years 361 days,Spain,401.0
2017/18,267759.0,Lee Chung-Yong,Chung-Yong,Lee,M,72.0,Midfielder,n/a,n/a,1.0,36 years 52 days,South Korea,401.0
2017/18,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,1.0,30 years 37 days,Sweden,401.0
2017/18,345867.0,Dodi Lukébakio,Dodi,Lukébakio,F,11.0,Left/Right Winger,n/a,n/a,1.0,26 years 334 days,Belgium,401.0
2017/18,281758.0,Levi Lumeka,Levi,Lumeka,F,12.0,Left/Right Winger,n/a,n/a,1.0,25 years 353 days,England,401.0
2017/18,289231.0,James McCarthy,James,McCarthy,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 285 days,Ireland,401.0
2017/18,138388.0,Sam McQueen,Sam,McQueen,M,n/a,Left Winger,n/a,n/a,1.0,29 years 199 days,England,401.0
2017/18,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,n/a,n/a,1.0,27 years 259 days,Scotland,401.0
2017/18,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,n/a,n/a,1.0,31 years 163 days,England,401.0
2017/18,303005.0,Jamie Murphy,Jamie,Murphy,F,7.0,Left Winger,n/a,n/a,1.0,34 years 361 days,Scotland,401.0
2017/18,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,n/a,n/a,1.0,25 years 85 days,England,401.0
2017/18,363211.0,Michael Obafemi,Michael,Obafemi,F,n/a,Forward,n/a,n/a,1.0,24 years 48 days,Ireland,401.0
