Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Shots,Age,Nationality,Rank
2017/18,17457.0,José Izquierdo,José,Izquierdo,F,21.0,Left Winger,n/a,n/a,52.0,32 years 47 days,Colombia,50.0
2017/18,317864.0,Joshua King,Joshua,King,F,15.0,Left/Centre/Right Striker,n/a,n/a,51.0,32 years 221 days,Norway,51.0
2017/18,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,49.0,28 years 262 days,France,52.0
2017/18,360870.0,Steve Mounié,Steve,Mounié,F,15.0,Centre Striker,n/a,n/a,49.0,29 years 329 days,Benin,52.0
2017/18,97353.0,Charlie Austin,Charlie,Austin,F,32.0,Centre Striker,n/a,n/a,48.0,35 years 49 days,England,54.0
2017/18,281624.0,Olivier Giroud,Olivier,Giroud,F,9.0,Centre Striker,n/a,n/a,48.0,37 years 328 days,France,54.0
2017/18,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,n/a,n/a,47.0,31 years 235 days,Mali,56.0
2017/18,101226.0,Joselu,José Luis,Mato Sanmartín,F,29.0,Centre Striker,n/a,n/a,47.0,34 years 149 days,Spain,56.0
2017/18,345067.0,Alex Oxlade-Chamberlain,Alex,Oxlade-Chamberlain,M,15.0,Central Midfielder,Arsenal,ARS,47.0,31 years 8 days,England,56.0
2017/18,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,47.0,39 years 111 days,Brazil,56.0
2017/18,347968.0,Anthony Knockaert,Anthony,Knockaert,M,93.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,46.0,32 years 277 days,France,60.0
2017/18,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,45.0,28 years 112 days,Nigeria,61.0
2017/18,172398.0,Wayne Rooney,Wayne,Rooney,F,32.0,Centre Second Striker,n/a,n/a,45.0,38 years 304 days,England,61.0
2017/18,14289.0,Junior Stanislas,Junior,Stanislas,M,19.0,Left/Right Winger,n/a,n/a,45.0,34 years 271 days,England,61.0
2017/18,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,44.0,33 years 69 days,Germany,64.0
2017/18,348087.0,Manuel Lanzini,Manuel,Lanzini,M,10.0,Attacking Midfielder,n/a,n/a,44.0,31 years 190 days,Argentina,64.0
2017/18,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,44.0,30 years 170 days,England,64.0
2017/18,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,43.0,27 years 160 days,England,67.0
2017/18,339427.0,Rajiv van La Parra,Rajiv,van La Parra,M,27.0,Midfielder,n/a,n/a,43.0,33 years 80 days,Netherlands,67.0
2017/18,289629.0,Tammy Abraham,Tammy,Abraham,F,9.0,Centre Striker,Swansea City,SWA,42.0,26 years 326 days,England,69.0
2017/18,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,42.0,33 years 138 days,Serbia,69.0
2017/18,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,42.0,32 years 178 days,England,69.0
2017/18,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,41.0,27 years 251 days,Nigeria,72.0
2017/18,353667.0,Tiémoué Bakayoko,Tiémoué,Bakayoko,M,14.0,Centre Defensive Midfielder,n/a,n/a,40.0,30 years 6 days,France,73.0
2017/18,342085.0,Dusan Tadic,Dusan,Tadic,F,10.0,Left/Right Winger,n/a,n/a,40.0,35 years 277 days,Serbia,73.0
2017/18,324745.0,Mesut Özil,Mesut,Özil,M,10.0,Centre Attacking Midfielder,n/a,n/a,39.0,35 years 313 days,Germany,75.0
2017/18,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,39.0,34 years 350 days,Iceland,75.0
2017/18,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,39.0,32 years 260 days,New Zealand,75.0
2017/18,163664.0,Yohan Cabaye,Yohan,Cabaye,M,29.0,Centre Central Midfielder,n/a,n/a,38.0,38 years 222 days,France,78.0
2017/18,153033.0,Cesc Fàbregas,Cesc,Fàbregas,M,4.0,Centre Central Midfielder,n/a,n/a,38.0,37 years 111 days,Spain,78.0
2017/18,322321.0,Georginio Wijnaldum,Georginio,Wijnaldum,M,25.0,Centre Attacking Midfielder,n/a,n/a,38.0,33 years 286 days,Netherlands,78.0
2017/18,339410.0,Oumar Niasse,Oumar,Niasse,F,18.0,Centre Striker,n/a,n/a,37.0,34 years 127 days,Senegal,81.0
2017/18,345118.0,Troy Deeney,Troy,Deeney,F,14.0,Centre Striker,n/a,n/a,36.0,36 years 55 days,England,82.0
2017/18,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,36.0,28 years 56 days,Jamaica,82.0
2017/18,314973.0,Henrikh Mkhitaryan,Henrikh,Mkhitaryan,M,22.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,36.0,35 years 215 days,Armenia,82.0
2017/18,114730.0,Davy Pröpper,Davy,Pröpper,M,14.0,Centre Central Midfielder,n/a,n/a,36.0,32 years 356 days,Netherlands,82.0
2017/18,270861.0,Christian Atsu,Christian,Atsu,M,n/a,Midfielder,n/a,n/a,35.0,32 years 226 days,Ghana,86.0
2017/18,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,35.0,33 years 304 days,Germany,86.0
2017/18,289436.0,Victor Moses,Victor,Moses,M,8.0,Midfielder,n/a,n/a,35.0,33 years 255 days,Nigeria,86.0
2017/18,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,34.0,34 years 148 days,Jamaica,89.0
2017/18,288974.0,Andre Gray,Andre,Gray,F,19.0,Centre Striker,n/a,n/a,34.0,33 years 58 days,Jamaica,89.0
2017/18,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,33.0,37 years 214 days,Ireland,91.0
2017/18,281575.0,Roberto Pereyra,Roberto,Pereyra,M,37.0,Centre Attacking Midfielder,n/a,n/a,33.0,33 years 229 days,Argentina,91.0
2017/18,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,33.0,33 years 360 days,Netherlands,91.0
2017/18,284068.0,Sam Vokes,Sam,Vokes,F,9.0,Centre Striker,n/a,n/a,33.0,34 years 307 days,Wales,91.0
2017/18,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,32.0,30 years 221 days,England,95.0
2017/18,341253.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,M,8.0,Centre Central Midfielder,n/a,n/a,32.0,28 years 213 days,England,95.0
2017/18,258178.0,Nicolás Otamendi,Nicolás,Otamendi,D,30.0,Central Defender,n/a,n/a,32.0,36 years 193 days,Argentina,95.0
2017/18,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,n/a,n/a,32.0,33 years 271 days,England,95.0
2017/18,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,31.0,35 years 66 days,Gabon,99.0
2017/18,133548.0,Sofiane Boufal,Sofiane,Boufal,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,30.0,30 years 341 days,Morocco,100.0
2017/18,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,n/a,n/a,30.0,30 years 181 days,Scotland,100.0
2017/18,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,n/a,n/a,30.0,31 years 171 days,England,100.0
2017/18,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,30.0,36 years 321 days,Scotland,100.0
2017/18,343669.0,James McClean,James,McClean,M,7.0,Left Winger,West Bromwich Albion,WBA,30.0,35 years 123 days,Ireland,100.0
2017/18,342164.0,Héctor Bellerín,Héctor,Bellerín,D,2.0,Right Full Back,n/a,n/a,29.0,29 years 157 days,Spain,105.0
2017/18,319890.0,Chicharito,Javier,Hernández Balcázar,F,14.0,Centre Striker,n/a,n/a,29.0,36 years 83 days,Mexico,105.0
2017/18,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,29.0,27 years 325 days,Nigeria,105.0
2017/18,320028.0,Aaron Mooy,Aaron,Mooy,M,13.0,Centre Central Midfielder,n/a,n/a,29.0,33 years 343 days,Australia,105.0
2017/18,327316.0,Andy Carroll,Andy,Carroll,F,9.0,Centre Striker,n/a,n/a,28.0,35 years 230 days,England,109.0
2017/18,340756.0,Shane Duffy,Shane,Duffy,D,4.0,Centre Central Defender,Brighton & Hove Albion,BHA,28.0,32 years 235 days,Ireland,109.0
2017/18,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,28.0,30 years 34 days,England,109.0
2017/18,354745.0,Juan Mata,Juan,Mata,M,64.0,Midfielder,n/a,n/a,28.0,36 years 117 days,Spain,109.0
2017/18,323682.0,Shinji Okazaki,Shinji,Okazaki,F,30.0,Forward,n/a,n/a,28.0,38 years 129 days,Japan,109.0
2017/18,362188.0,Matt Phillips,Matt,Phillips,M,10.0,Left/Right Winger,West Bromwich Albion,WBA,28.0,33 years 163 days,Scotland,109.0
2017/18,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,28.0,29 years 296 days,England,109.0
2017/18,187029.0,Emre Can,Emre,Can,M,23.0,Centre Central Midfielder,n/a,n/a,27.0,30 years 224 days,Germany,116.0
2017/18,303240.0,Jermain Defoe,Jermain,Defoe,F,10.0,Centre Striker,n/a,n/a,27.0,41 years 321 days,England,116.0
2017/18,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,27.0,32 years 276 days,England,116.0
2017/18,362433.0,Oriol Romeu,Oriol,Romeu,M,14.0,Centre Defensive Midfielder,Southampton,SOU,27.0,32 years 334 days,Spain,116.0
2017/18,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,27.0,33 years 46 days,Netherlands,116.0
2017/18,353926.0,André Ayew,André,Ayew,F,28.0,Forward,Swansea City,SWA,26.0,34 years 250 days,Ghana,121.0
2017/18,222348.0,Chris Brunt,Chris,Brunt,M,29.0,Left Winger,n/a,n/a,25.0,39 years 253 days,Northern Ireland,122.0
2017/18,25727.0,Laurent Depoitre,Laurent,Depoitre,F,29.0,Centre Striker,Huddersfield Town,HUD,25.0,35 years 260 days,Belgium,122.0
2017/18,346860.0,Jeff Hendrick,Jeff,Hendrick,M,22.0,Centre Central Midfielder,n/a,n/a,25.0,32 years 205 days,Ireland,122.0
2017/18,347737.0,N'Golo Kanté,N'Golo,Kanté,M,7.0,Centre Central Midfielder,n/a,n/a,25.0,33 years 147 days,France,122.0
2017/18,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,25.0,34 years 337 days,England,122.0
2017/18,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,25.0,30 years 13 days,Portugal,122.0
2017/18,288543.0,Davide Zappacosta,Davide,Zappacosta,D,77.0,Right Full Back,n/a,n/a,25.0,32 years 73 days,Italy,122.0
2017/18,97327.0,Joe Allen,Joe,Allen,M,7.0,Centre Central Midfielder,Stoke City,STK,24.0,34 years 162 days,Wales,129.0
2017/18,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,24.0,32 years 222 days,Ireland,129.0
2017/18,336617.0,André Carrillo,André,Carrillo,M,19.0,Left/Right Attacking Midfielder,n/a,n/a,24.0,33 years 70 days,Peru,129.0
2017/18,284325.0,Daryl Janmaat,Daryl,Janmaat,D,53.0,Right Full Back,n/a,n/a,24.0,35 years 32 days,Netherlands,129.0
2017/18,166767.0,Ryan Shawcross,Ryan,Shawcross,D,n/a,Centre Central Defender,n/a,n/a,24.0,36 years 324 days,England,129.0
2017/18,163694.0,Daniel Sturridge,Daniel,Sturridge,F,19.0,Centre Striker,n/a,n/a,24.0,34 years 357 days,England,129.0
2017/18,326457.0,Jan Vertonghen,Jan,Vertonghen,D,14.0,Centre Central Defender,n/a,n/a,24.0,37 years 121 days,Belgium,129.0
2017/18,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,23.0,32 years 358 days,Portugal,136.0
2017/18,266708.0,Étienne Capoue,Étienne,Capoue,M,6.0,Centre Defensive Midfielder,n/a,n/a,23.0,36 years 43 days,France,136.0
2017/18,154344.0,Peter Crouch,Peter,Crouch,F,15.0,Centre Striker,n/a,n/a,23.0,43 years 206 days,England,136.0
2017/18,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,n/a,n/a,23.0,34 years 332 days,Senegal,136.0
2017/18,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,23.0,34 years 246 days,Senegal,136.0
2017/18,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,n/a,n/a,23.0,30 years 357 days,Gabon,136.0
2017/18,325677.0,Kenedy,Robert Kenedy,Nunes do Nascimento,M,24.0,Left/Right Winger,Chelsea,CHE,23.0,28 years 197 days,Brazil,136.0
2017/18,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,23.0,35 years 147 days,England,136.0
2017/18,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,22.0,33 years 126 days,England,144.0
2017/18,313317.0,Manolo Gabbiadini,Manolo,Gabbiadini,F,23.0,Centre Striker,n/a,n/a,22.0,32 years 271 days,Italy,144.0
2017/18,353568.0,Dan Gosling,Dan,Gosling,M,32.0,Midfielder,n/a,n/a,22.0,34 years 204 days,England,144.0
2017/18,163201.0,Nacho Monreal,Ignacio,Monreal Eraso,D,20.0,Left Full Back,n/a,n/a,22.0,38 years 179 days,Spain,144.0
2017/18,338506.0,Lys Mousset,Lys,Mousset,F,7.0,Centre Striker,n/a,n/a,22.0,28 years 197 days,France,144.0
2017/18,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,n/a,n/a,22.0,29 years 181 days,England,144.0
2017/18,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,22.0,26 years 344 days,England,144.0
2017/18,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,21.0,34 years 252 days,England,151.0
2017/18,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,21.0,26 years 54 days,England,151.0
2017/18,343543.0,Sead Kolasinac,Sead,Kolasinac,D,23.0,Left Full Back,n/a,n/a,21.0,31 years 64 days,Bosnia & Herzegovina,151.0
2017/18,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,21.0,38 years 232 days,England,151.0
2017/18,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,20.0,34 years 279 days,England,155.0
2017/18,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,20.0,35 years 18 days,England,155.0
2017/18,53058.0,Wilfried Bony,Wilfried,Bony,F,2.0,Centre Striker,Swansea City,SWA,20.0,35 years 257 days,Cote D’Ivoire,155.0
2017/18,361534.0,Tom Carroll,Tom,Carroll,M,28.0,Midfielder,n/a,n/a,20.0,32 years 87 days,England,155.0
2017/18,287752.0,Charlie Daniels,Charlie,Daniels,D,23.0,Left Full Back,n/a,n/a,20.0,37 years 351 days,England,155.0
2017/18,309578.0,Mohamed Diamé,Mohamed,Diamé,M,21.0,Centre Defensive Midfielder,n/a,n/a,20.0,37 years 70 days,Senegal,155.0
2017/18,180889.0,Ki Sung-Yeung,Sung-Yeung,Ki,M,10.0,Centre Central Midfielder,Swansea City,SWA,20.0,35 years 212 days,South Korea,155.0
2017/18,283441.0,Érik Lamela,Érik,Lamela,M,17.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,20.0,32 years 172 days,Argentina,155.0
2017/18,322917.0,Alfie Mawson,Alfie,Mawson,D,20.0,Centre Central Defender,Swansea City,SWA,20.0,30 years 217 days,England,155.0
2017/18,356585.0,Alex Pritchard,Alex,Pritchard,M,29.0,Centre Attacking Midfielder,Huddersfield Town,HUD,20.0,31 years 112 days,England,155.0
2017/18,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,20.0,29 years 301 days,France,155.0
2017/18,354169.0,Yannick Bolasie,Yannick,Bolasie,F,17.0,Left/Right Winger,n/a,n/a,19.0,35 years 91 days,DR Congo,166.0
2017/18,348181.0,Sam Clucas,Sam,Clucas,M,8.0,Left/Centre Central Midfielder,n/a,n/a,19.0,33 years 333 days,England,166.0
2017/18,162295.0,Danilo,Danilo Luiz,da Silva,D,6.0,Right Full Back,n/a,n/a,19.0,33 years 39 days,Brazil,166.0
2017/18,288590.0,Scott Dann,Scott,Dann,D,6.0,Centre Central Defender,n/a,n/a,19.0,37 years 191 days,England,166.0
2017/18,261981.0,Steven Defour,Steven,Defour,M,88.0,Centre Central Midfielder,n/a,n/a,19.0,36 years 130 days,Belgium,166.0
2017/18,358105.0,Badou Ndiaye,Badou,Ndiaye,M,5.0,Centre Defensive Midfielder,n/a,n/a,19.0,33 years 301 days,Senegal,166.0
2017/18,261396.0,Marc Pugh,Marc,Pugh,M,27.0,Left Winger,n/a,n/a,19.0,37 years 143 days,England,166.0
2017/18,35863.0,Hal Robson-Kanu,Hal,Robson-Kanu,F,4.0,Left/Centre/Right Second Striker,West Bromwich Albion,WBA,19.0,35 years 94 days,Wales,166.0
2017/18,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,n/a,n/a,19.0,35 years 7 days,France,166.0
2017/18,256106.0,Dale Stephens,Dale,Stephens,M,16.0,Centre Central Midfielder,n/a,n/a,19.0,35 years 72 days,England,166.0
2017/18,361060.0,Cenk Tosun,Cenk,Tosun,F,23.0,Centre Striker,n/a,n/a,19.0,33 years 77 days,Turkey,166.0
2017/18,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,Arsenal,ARS,19.0,35 years 160 days,England,166.0
2017/18,313297.0,Maya Yoshida,Maya,Yoshida,D,22.0,Centre Central Defender,n/a,n/a,19.0,35 years 365 days,Japan,166.0
2017/18,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,n/a,n/a,18.0,29 years 187 days,Netherlands,179.0
2017/18,360799.0,Scott Arfield,Scott,Arfield,M,37.0,Midfielder,n/a,n/a,18.0,35 years 296 days,Canada,179.0
2017/18,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,18.0,27 years 202 days,England,179.0
2017/18,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,18.0,31 years 121 days,Wales,179.0
2017/18,356468.0,Nemanja Matic,Nemanja,Matic,M,31.0,Centre Defensive Midfielder,n/a,n/a,18.0,36 years 22 days,Serbia,179.0
2017/18,289029.0,Martin Olsson,Martin,Olsson,D,13.0,Defender,Swansea City,SWA,18.0,36 years 98 days,Sweden,179.0
2017/18,264366.0,Andrew Surman,Andrew,Surman,M,16.0,Centre Central Midfielder,n/a,n/a,18.0,38 years 3 days,England,179.0
2017/18,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,18.0,31 years 278 days,England,179.0
2017/18,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,n/a,n/a,18.0,39 years 45 days,England,179.0
2017/18,356004.0,Tomer Hemed,Tomer,Hemed,F,29.0,Forward,n/a,n/a,17.0,37 years 113 days,Israel,188.0
2017/18,269592.0,José Holebas,José,Holebas,D,25.0,Defender,n/a,n/a,17.0,40 years 57 days,Greece,188.0
2017/18,306840.0,Grzegorz Krychowiak,Grzegorz,Krychowiak,M,16.0,Midfielder,West Bromwich Albion,WBA,17.0,34 years 207 days,Poland,188.0
2017/18,154249.0,Bakary Sako,Bakary,Sako,M,26.0,Left/Right Winger,n/a,n/a,17.0,36 years 119 days,Mali,188.0
2017/18,52234.0,Gareth Barry,Gareth,Barry,M,18.0,Centre Central Midfielder,n/a,n/a,16.0,43 years 182 days,England,192.0
2017/18,44032.0,Tom Cleverley,Tom,Cleverley,M,8.0,Centre Central Midfielder,Watford,WAT,16.0,35 years 11 days,England,192.0
2017/18,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,West Bromwich Albion,WBA,16.0,34 years 109 days,England,192.0
2017/18,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,16.0,29 years 18 days,Denmark,192.0
2017/18,132041.0,Mikel Merino,Mikel,Merino,M,8.0,Centre Central Midfielder,n/a,n/a,16.0,28 years 62 days,Spain,192.0
2017/18,288547.0,João Mário,João Mário,Naval da Costa Eduardo,M,20.0,Central Midfielder,n/a,n/a,16.0,31 years 217 days,Portugal,192.0
2017/18,159847.0,Collin Quaner,Collin,Quaner,F,23.0,Centre Striker,n/a,n/a,16.0,33 years 66 days,Germany,192.0
2017/18,25370.0,Antonio Valencia,Antonio,Valencia,D,25.0,Right Full Back,n/a,n/a,16.0,39 years 19 days,Ecuador,192.0
2017/18,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,15.0,31 years 243 days,Cote D’Ivoire,200.0
2017/18,49709.0,Jack Cork,Jack,Cork,M,4.0,Centre Central Midfielder,Burnley,BUR,15.0,35 years 59 days,England,200.0
2017/18,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,15.0,34 years 67 days,England,200.0
2017/18,337815.0,Wesley Hoedt,Wesley,Hoedt,D,4.0,Centre Central Defender,n/a,n/a,15.0,30 years 170 days,Netherlands,200.0
2017/18,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,15.0,31 years 225 days,England,200.0
2017/18,342631.0,Jake Livermore,Jake,Livermore,M,8.0,Centre Defensive Midfielder,West Bromwich Albion,WBA,15.0,34 years 283 days,England,200.0
2017/18,4029.0,Mark Noble,Mark,Noble,M,16.0,Centre Central Midfielder,n/a,n/a,15.0,37 years 107 days,England,200.0
2017/18,315688.0,Antonio Rüdiger,Antonio,Rüdiger,D,22.0,Centre Central Defender,n/a,n/a,15.0,31 years 173 days,Germany,200.0
2017/18,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,15.0,31 years 244 days,Ghana,200.0
2017/18,267645.0,Jack Wilshere,Jack,Wilshere,M,11.0,Centre Central Midfielder,n/a,n/a,15.0,32 years 235 days,England,200.0
2017/18,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,14.0,29 years 154 days,England,210.0
2017/18,325180.0,Ahmed Hegazy,Ahmed El Sayed Ali El Sayed,Hegazy,D,26.0,Centre Central Defender,n/a,n/a,14.0,33 years 211 days,Egypt,210.0
2017/18,346989.0,Vicente Iborra,Vicente,Iborra,M,8.0,Midfielder,n/a,n/a,14.0,36 years 220 days,Spain,210.0
2017/18,277791.0,Andy King,Andy,King,M,10.0,Centre Central Midfielder,Swansea City,SWA,14.0,35 years 299 days,Wales,210.0
2017/18,288361.0,Aaron Lennon,Aaron,Lennon,M,17.0,Right Winger,n/a,n/a,14.0,37 years 129 days,England,210.0
2017/18,125971.0,Dejan Lovren,Dejan,Lovren,D,5.0,Centre Central Defender,n/a,n/a,14.0,35 years 49 days,Croatia,210.0
2017/18,129748.0,Ramadan Sobhi,Ramadan Sobhi Ramadan,Ahmed,M,14.0,Winger,n/a,n/a,13.0,27 years 213 days,Egypt,216.0
2017/18,341459.0,César Azpilicueta,César,Azpilicueta,D,3.0,Right Full Back,n/a,n/a,13.0,34 years 361 days,Spain,216.0
2017/18,359639.0,Michy Batshuayi,Michy,Batshuayi,F,44.0,Left/Centre Striker,Chelsea,CHE,13.0,30 years 326 days,Belgium,216.0
2017/18,126112.0,Steven Davis,Steven,Davis,M,10.0,Centre Central Midfielder,n/a,n/a,13.0,39 years 235 days,Northern Ireland,216.0
2017/18,10045.0,Simon Francis,Simon,Francis,D,2.0,Centre/Right Central Defender,n/a,n/a,13.0,39 years 189 days,England,216.0
2017/18,362873.0,Zanka,Mathias,Jørgensen,D,13.0,Centre Central Defender,Huddersfield Town,HUD,13.0,34 years 122 days,Denmark,216.0
2017/18,343358.0,Florian Lejeune,Florian,Lejeune,D,24.0,Central Defender,n/a,n/a,13.0,33 years 95 days,France,216.0
2017/18,334376.0,Pedro Obiang,Pedro,Mba Obiang Avomo,M,14.0,Centre Central Midfielder,n/a,n/a,13.0,32 years 149 days,Equatorial Guinea,216.0
2017/18,11241.0,Wes Morgan,Wes,Morgan,D,5.0,Centre Central Defender,n/a,n/a,13.0,40 years 215 days,Jamaica,216.0
2017/18,289743.0,Shkodran Mustafi,Shkodran,Mustafi,D,5.0,Centre Central Defender,n/a,n/a,13.0,32 years 128 days,Germany,216.0
2017/18,338613.0,Jesé,Jesé,Rodríguez Ruiz,F,99.0,Striker,n/a,n/a,13.0,31 years 179 days,Spain,216.0
2017/18,259066.0,Chris Smalling,Chris,Smalling,D,6.0,Centre Central Defender,n/a,n/a,13.0,34 years 275 days,England,216.0
2017/18,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,n/a,n/a,13.0,33 years 116 days,England,216.0
2017/18,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,13.0,34 years 87 days,England,216.0
2017/18,162574.0,Ashley Williams,Ashley,Williams,D,29.0,Centre Central Defender,n/a,n/a,13.0,40 years,Wales,216.0
2017/18,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,12.0,25 years 321 days,England,231.0
2017/18,360825.0,Nathaniel Chalobah,Nathaniel,Chalobah,D,n/a,Defender,n/a,n/a,12.0,29 years 255 days,England,231.0
2017/18,315360.0,Andreas Christensen,Andreas,Christensen,D,15.0,Centre Central Defender,n/a,n/a,12.0,28 years 135 days,Denmark,231.0
2017/18,333978.0,Leroy Fer,Leroy,Fer,M,8.0,Centre Central Midfielder,Swansea City,SWA,12.0,34 years 231 days,Netherlands,231.0
2017/18,105171.0,Ander Herrera,Ander,Herrera,M,21.0,Centre Central Midfielder,n/a,n/a,12.0,35 years 9 days,Spain,231.0
2017/18,11119.0,Jonathan Hogg,Jonathan,Hogg,M,6.0,Centre Central Midfielder,Huddersfield Town,HUD,12.0,35 years 261 days,England,231.0
2017/18,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,n/a,n/a,12.0,29 years 128 days,England,231.0
2017/18,343414.0,Elias Kachunga,Elias,Kachunga,F,10.0,Centre Striker,n/a,n/a,12.0,32 years 123 days,DR Congo,231.0
2017/18,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,12.0,30 years 286 days,England,231.0
