Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Dispossessed,Age,Nationality,Rank
2023/24,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,35.0,26 years 298 days,England,53.0
2023/24,340453.0,Alexis Mac Allister,Alexis,Mac Allister,M,10.0,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,35.0,25 years 243 days,Argentina,53.0
2023/24,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,35.0,32 years 178 days,England,53.0
2023/24,268672.0,Elijah Adebayo,Elijah,Adebayo,F,11.0,Centre Striker,Luton Town,LUT,34.0,26 years 229 days,England,58.0
2023/24,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,Tottenham Hotspur,TOT,34.0,27 years 274 days,England,58.0
2023/24,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,34.0,30 years 13 days,Portugal,58.0
2023/24,323855.0,Rodrigo Muniz,Rodrigo,Muniz Carvalho,F,9.0,Striker,Fulham,FUL,34.0,23 years 111 days,Brazil,58.0
2023/24,362646.0,Facundo Buonanotte,Facundo,Buonanotte,M,40.0,Centre Attacking Midfielder,n/a,n/a,33.0,19 years 244 days,Argentina,62.0
2023/24,337205.0,Lyle Foster,Lyle,Foster,F,17.0,Centre Striker,Burnley,BUR,33.0,23 years 355 days,South Africa,62.0
2023/24,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,Nottingham Forest,NFO,33.0,23 years 290 days,England,62.0
2023/24,138634.0,Curtis Jones,Curtis,Jones,M,17.0,Centre Central Midfielder,Liverpool,LIV,33.0,23 years 206 days,England,62.0
2023/24,360352.0,Michael Olise,Michael,Olise,M,17.0,Centre Attacking Midfielder,n/a,n/a,33.0,22 years 255 days,France,62.0
2023/24,342365.0,Zeki Amdouni,Zeki,Amdouni,F,25.0,Forward,Burnley,BUR,32.0,23 years 263 days,Switzerland,67.0
2023/24,335653.0,Cody Gakpo,Cody,Gakpo,F,18.0,Centre Striker,Liverpool,LIV,32.0,25 years 108 days,Netherlands,67.0
2023/24,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,32.0,28 years 62 days,Spain,67.0
2023/24,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,Fulham,FUL,32.0,33 years 110 days,Mexico,67.0
2023/24,323333.0,Evan Ferguson,Evan,Ferguson,F,28.0,Centre Striker,Brighton & Hove Albion,BHA,31.0,19 years 309 days,Ireland,71.0
2023/24,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,31.0,28 years 210 days,South Korea,71.0
2023/24,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,31.0,26 years 106 days,Brazil,71.0
2023/24,344581.0,Edson Álvarez,Edson,Álvarez,M,19.0,Defensive Midfielder,West Ham United,WHU,30.0,26 years 304 days,Mexico,74.0
2023/24,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Tottenham Hotspur,TOT,30.0,27 years 359 days,Mali,74.0
2023/24,361719.0,Moussa Diaby,Moussa,Diaby,F,n/a,Right Winger,n/a,n/a,30.0,25 years 47 days,France,74.0
2023/24,340631.0,Justin Kluivert,Justin,Kluivert,F,19.0,Left/Right Winger,Bournemouth,BOU,30.0,25 years 110 days,Netherlands,74.0
2023/24,362852.0,Wilson Odobert,Wilson,Odobert,F,28.0,Left Winger,n/a,n/a,30.0,19 years 269 days,France,74.0
2023/24,343771.0,Rasmus Højlund,Rasmus,Højlund,F,9.0,Centre Striker,Manchester United,MUN,29.0,21 years 201 days,Denmark,79.0
2023/24,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,Fulham,FUL,29.0,28 years 112 days,Nigeria,79.0
2023/24,312801.0,Darwin Núñez,Darwin,Núñez,F,9.0,Centre Striker,Liverpool,LIV,29.0,25 years 60 days,Uruguay,79.0
2023/24,315374.0,Simon Adingra,Simon,Adingra,F,11.0,Left Winger,Brighton & Hove Albion,BHA,28.0,22 years 235 days,Cote D’Ivoire,82.0
2023/24,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,28.0,28 years 9 days,Brazil,82.0
2023/24,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,28.0,33 years 69 days,Germany,82.0
2023/24,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,28.0,24 years 357 days,England,82.0
2023/24,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,27.0,30 years 195 days,Paraguay,86.0
2023/24,361345.0,Jayden Bogle,Jayden,Bogle,D,2.0,Right Full Back,Sheffield United,SHU,27.0,24 years 27 days,England,86.0
2023/24,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,Crystal Palace,CRY,27.0,29 years 128 days,England,86.0
2023/24,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Everton,EVE,27.0,28 years 9 days,France,86.0
2023/24,340932.0,Dominik Szoboszlai,Dominik,Szoboszlai,M,8.0,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,27.0,23 years 303 days,Hungary,86.0
2023/24,316560.0,Neco Williams,Neco,Williams,D,7.0,Right Full Back,Nottingham Forest,NFO,27.0,23 years 132 days,Wales,86.0
2023/24,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,26.0,36 years 14 days,Brazil,92.0
2023/24,320636.0,Vitinho,Victor Alexander,da Silva,D,22.0,Right Full Back,Burnley,BUR,26.0,25 years 31 days,Brazil,92.0
2023/24,288980.0,Odsonne Édouard,Odsonne,Édouard,F,22.0,Centre Striker,Crystal Palace,CRY,26.0,26 years 220 days,France,92.0
2023/24,360696.0,João Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,M,16.0,Centre Defensive Midfielder,n/a,n/a,26.0,29 years 45 days,Portugal,92.0
2023/24,349917.0,Andros Townsend,Andros,Townsend,M,30.0,Midfielder,Luton Town,LUT,26.0,33 years 38 days,England,92.0
2023/24,323826.0,Destiny Udogie,Destiny,Udogie,D,13.0,Right Full Back,Tottenham Hotspur,TOT,26.0,21 years 269 days,Italy,92.0
2023/24,344580.0,Jacob Brown,Jacob,Brown,F,19.0,Forward,Luton Town,LUT,25.0,26 years 135 days,Scotland,98.0
2023/24,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,25.0,27 years 160 days,England,98.0
2023/24,344447.0,Vinicius Souza,Vinicius,de Souza Costa,M,21.0,Centre Central Midfielder,Sheffield United,SHU,25.0,25 years 67 days,Brazil,98.0
2023/24,345054.0,Moisés Caicedo,Moisés,Caicedo,M,25.0,Centre Defensive Midfielder,Chelsea,CHE,24.0,22 years 295 days,Ecuador,101.0
2023/24,19302.0,Tom Cairney,Tom,Cairney,M,10.0,Left/Centre/Right Attacking Midfielder,Fulham,FUL,24.0,33 years 216 days,Scotland,101.0
2023/24,337917.0,Enzo Fernández,Enzo,Fernández,M,8.0,Midfielder,Chelsea,CHE,24.0,23 years 219 days,Argentina,101.0
2023/24,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,Manchester City,MCI,24.0,30 years 109 days,Croatia,101.0
2023/24,328496.0,Kobbie Mainoo,Kobbie,Mainoo,M,37.0,Centre Central Midfielder,Manchester United,MUN,24.0,19 years 126 days,England,101.0
2023/24,363132.0,Sander Berge,Sander,Berge,M,16.0,Centre Central Midfielder,n/a,n/a,23.0,26 years 191 days,Norway,106.0
2023/24,324327.0,Alexander Isak,Alexander,Isak,F,14.0,Centre Striker,Newcastle United,NEW,23.0,24 years 337 days,Sweden,106.0
2023/24,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,23.0,27 years 259 days,Scotland,106.0
2023/24,336549.0,Pablo Sarabia,Pablo,Sarabia,M,21.0,Left/Centre/Right Attacking Midfielder,Wolverhampton Wanderers,WOL,23.0,32 years 104 days,Spain,106.0
2023/24,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,23.0,31 years 244 days,Ghana,106.0
2023/24,359414.0,Elliot Anderson,Elliot,Anderson,M,8.0,Centre Central Midfielder,n/a,n/a,22.0,21 years 291 days,Scotland,111.0
2023/24,342996.0,Anthony Elanga,Anthony,Elanga,F,21.0,Left Winger,Nottingham Forest,NFO,22.0,22 years 118 days,Sweden,111.0
2023/24,345140.0,Wataru Endo,Wataru,Endo,M,3.0,Centre Defensive Midfielder,Liverpool,LIV,22.0,31 years 196 days,Japan,111.0
2023/24,346391.0,Beto,Norberto Bercique,Gomes Betuncal,F,14.0,Centre Striker,Everton,EVE,22.0,26 years 205 days,Portugal,111.0
2023/24,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,22.0,28 years 348 days,England,111.0
2023/24,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,22.0,30 years 357 days,Gabon,111.0
2023/24,336483.0,Mykhailo Mudryk,Mykhailo,Mudryk,M,10.0,Left Winger,Chelsea,CHE,22.0,23 years 231 days,Ukraine,111.0
2023/24,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,Arsenal,ARS,22.0,25 years 222 days,England,111.0
2023/24,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,Aston Villa,AVL,22.0,27 years 108 days,Belgium,111.0
2023/24,187454.0,Jordan Clark,Jordan,Clark,M,18.0,Right Winger,Luton Town,LUT,21.0,30 years 336 days,England,120.0
2023/24,347089.0,Brennan Johnson,Brennan,Johnson,F,22.0,Centre Striker,Tottenham Hotspur,TOT,21.0,23 years 92 days,Wales,120.0
2023/24,340667.0,Chiedozie Ogbene,Chiedozie,Ogbene,F,7.0,Left/Right Winger,Luton Town,LUT,21.0,27 years 114 days,Ireland,120.0
2023/24,222663.0,Jacob Ramsey,Jacob,Ramsey,M,41.0,Midfielder,Aston Villa,AVL,21.0,23 years 87 days,England,120.0
2023/24,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,21.0,33 years 271 days,England,120.0
2023/24,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,Nottingham Forest,NFO,21.0,32 years 260 days,New Zealand,120.0
2023/24,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,20.0,33 years 56 days,Belgium,126.0
2023/24,355602.0,David Datro Fofana,David Datro,Fofana,F,23.0,Forward,Burnley,BUR,20.0,21 years 245 days,Cote D’Ivoire,126.0
2023/24,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,Everton,EVE,20.0,34 years 332 days,Senegal,126.0
2023/24,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,20.0,24 years 167 days,Portugal,126.0
2023/24,286396.0,Yoane Wissa,Yoane,Wissa,M,11.0,Left Winger,Brentford,BRE,20.0,27 years 355 days,DR Congo,126.0
2023/24,346853.0,Jean-Ricner Bellegarde,Jean-Ricner,Bellegarde,M,27.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,19.0,26 years 57 days,France,131.0
2023/24,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,19.0,27 years 59 days,Uruguay,131.0
2023/24,275673.0,Andre Brooks,Andre,Brooks,M,35.0,Left Winger,Sheffield United,SHU,19.0,21 years 3 days,England,131.0
2023/24,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,19.0,27 years 202 days,England,131.0
2023/24,325419.0,Antony,Antony Matheus,dos Santos,F,21.0,Left/Right Winger,Manchester United,MUN,19.0,24 years 181 days,Brazil,131.0
2023/24,312560.0,Erling Haaland,Erling,Haaland,F,9.0,Centre Striker,Manchester City,MCI,19.0,24 years 33 days,Norway,131.0
2023/24,356740.0,Armando Broja,Armando,Broja,F,9.0,Striker,Chelsea,CHE,18.0,22 years 348 days,Albania,137.0
2023/24,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,18.0,28 years 235 days,Denmark,137.0
2023/24,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,18.0,36 years 105 days,England,137.0
2023/24,317507.0,Keane Lewis-Potter,Keane,Lewis-Potter,F,23.0,Striker,Brentford,BRE,18.0,23 years 183 days,England,137.0
2023/24,344361.0,Tino Livramento,Tino,Livramento,D,21.0,Right Full Back,Newcastle United,NEW,18.0,21 years 285 days,England,137.0
2023/24,360569.0,Orel Mangala,Orel,Mangala,M,25.0,Central Midfielder,n/a,n/a,18.0,26 years 158 days,Belgium,137.0
2023/24,361726.0,Oliver McBurnie,Oliver,McBurnie,F,16.0,Centre Striker,Sheffield United,SHU,18.0,28 years 80 days,Scotland,137.0
2023/24,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,Arsenal,ARS,18.0,25 years 85 days,England,137.0
2023/24,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,18.0,27 years 263 days,Portugal,137.0
2023/24,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,17.0,28 years 73 days,Denmark,146.0
2023/24,323846.0,Casemiro,Carlos Henrique,Casimiro,M,18.0,Centre Central Midfielder,Manchester United,MUN,17.0,32 years 182 days,Brazil,146.0
2023/24,344713.0,Gustavo Hamer,Gustavo,Hamer,M,8.0,Centre Defensive Midfielder,Sheffield United,SHU,17.0,27 years 60 days,Netherlands,146.0
2023/24,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,17.0,26 years 305 days,England,146.0
2023/24,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,West Ham United,WHU,17.0,30 years 20 days,Italy,146.0
2023/24,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,17.0,28 years 160 days,England,146.0
2023/24,340569.0,Boubacar Traoré,Boubacar,Traoré,M,6.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,17.0,23 years 3 days,Mali,146.0
2023/24,346421.0,Carlos Baleba,Carlos,Baleba,M,20.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,16.0,20 years 233 days,Cameroon,153.0
2023/24,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,Newcastle United,NEW,16.0,26 years 258 days,England,153.0
2023/24,362065.0,Ben Brereton,Ben,Brereton,F,17.0,Left Winger,Sheffield United,SHU,16.0,25 years 127 days,Chile,153.0
2023/24,11345.0,Pelly Ruddock Mpanzu,Pelly Ruddock,Mpanzu,M,43.0,Midfielder,Luton Town,LUT,16.0,30 years 154 days,DR Congo,153.0
2023/24,346778.0,Matheus Nunes,Matheus Luiz,Nunes,M,27.0,Central Midfielder,Manchester City,MCI,16.0,25 years 362 days,Portugal,153.0
2023/24,190129.0,Antonee Robinson,Antonee,Robinson,D,33.0,Left Full Back,Fulham,FUL,16.0,27 years 15 days,United States,153.0
2023/24,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Everton,EVE,16.0,31 years 278 days,England,153.0
2023/24,211499.0,Matty Cash,Matty,Cash,D,2.0,Right Full Back,Aston Villa,AVL,15.0,27 years 16 days,Poland,160.0
2023/24,346775.0,Murillo,Murillo Santiago,Costa dos Santos,D,5.0,Left/Centre Central Defender,Nottingham Forest,NFO,15.0,22 years 50 days,Brazil,160.0
2023/24,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,15.0,31 years 34 days,France,160.0
2023/24,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,15.0,33 years 301 days,Iceland,160.0
2023/24,289869.0,Kaoru Mitoma,Kaoru,Mitoma,F,18.0,Forward,Brighton & Hove Albion,BHA,15.0,27 years 95 days,Japan,160.0
2023/24,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,15.0,30 years 166 days,Denmark,160.0
2023/24,362575.0,William Osula,William,Osula,F,18.0,Centre Striker,Sheffield United,SHU,15.0,21 years 19 days,Denmark,160.0
2023/24,340461.0,Pedro Porro,Pedro,Porro,D,23.0,Right Full Back,Tottenham Hotspur,TOT,15.0,24 years 345 days,Spain,160.0
2023/24,166522.0,Mads Roerslev,Mads,Roerslev,D,30.0,Right Full Back,Brentford,BRE,15.0,25 years 60 days,Denmark,160.0
2023/24,314125.0,Pape Sarr,Pape,Sarr,M,29.0,Centre Central Midfielder,Tottenham Hotspur,TOT,15.0,21 years 344 days,Senegal,160.0
2023/24,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Arsenal,ARS,15.0,27 years 252 days,Ukraine,160.0
2023/24,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,14.0,28 years 248 days,England,171.0
2023/24,362983.0,Hugo Bueno,Hugo,Bueno,D,16.0,Left Full Back,n/a,n/a,14.0,21 years 340 days,Spain,171.0
2023/24,328378.0,Amad Diallo,Amad,Diallo,F,n/a,Forward,Manchester United,MUN,14.0,22 years 43 days,Cote D’Ivoire,171.0
2023/24,337015.0,Jhon Durán,Jhon,Durán,F,9.0,Striker,Aston Villa,AVL,14.0,20 years 254 days,Colombia,171.0
2023/24,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,Manchester United,MUN,14.0,32 years 191 days,Denmark,171.0
2023/24,343671.0,Josko Gvardiol,Josko,Gvardiol,D,24.0,Defender,Manchester City,MCI,14.0,22 years 213 days,Croatia,171.0
2023/24,342995.0,Luca Koleosho,Luca,Koleosho,F,30.0,Right Winger,Burnley,BUR,14.0,19 years 343 days,Italy,171.0
2023/24,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,Crystal Palace,CRY,14.0,29 years 303 days,Colombia,171.0
2023/24,336789.0,Noni Madueke,Noni,Madueke,F,n/a,Winger,Chelsea,CHE,14.0,22 years 166 days,England,171.0
2023/24,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,14.0,29 years 181 days,England,171.0
2023/24,356732.0,Lorenz Assignon,Lorenz,Assignon,D,20.0,Right Full Back,Burnley,BUR,13.0,24 years 62 days,France,181.0
2023/24,340957.0,Nathan Collins,Nathan,Collins,D,22.0,Centre Central Defender,Brentford,BRE,13.0,23 years 115 days,Ireland,181.0
2023/24,258090.0,Vladimír Coufal,Vladimír,Coufal,D,5.0,Right Full Back,West Ham United,WHU,13.0,32 years 1 day,Czech Republic,181.0
2023/24,336542.0,Danilo,Danilo,dos Santos de Oliveira,M,28.0,Midfielder,Nottingham Forest,NFO,13.0,23 years 116 days,Brazil,181.0
2023/24,313731.0,Alfie Doughty,Alfie,Doughty,M,45.0,Left Winger,Luton Town,LUT,13.0,24 years 246 days,England,181.0
2023/24,346846.0,Ryan Gravenberch,Ryan,Gravenberch,M,38.0,Centre Central Midfielder,Liverpool,LIV,13.0,22 years 99 days,Netherlands,181.0
2023/24,359413.0,Lewis Hall,Lewis,Hall,D,20.0,Left Full Back,n/a,n/a,13.0,19 years 350 days,England,181.0
2023/24,312584.0,Boubacar Kamara,Boubacar,Kamara,M,44.0,Centre Defensive Midfielder,Aston Villa,AVL,13.0,24 years 274 days,France,181.0
2023/24,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,13.0,29 years 209 days,England,181.0
2023/24,289352.0,William Saliba,William,Saliba,D,2.0,Central Defender,Arsenal,ARS,13.0,23 years 152 days,France,181.0
2023/24,341884.0,Pau Torres,Pau,Torres,D,14.0,Central Defender,Aston Villa,AVL,13.0,27 years 220 days,Spain,181.0
2023/24,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,13.0,34 years 87 days,England,181.0
2023/24,341954.0,Ashley Young,Ashley,Young,D,18.0,Defender,Everton,EVE,13.0,39 years 45 days,England,181.0
2023/24,347658.0,Anis Ben Slimane,Anis,Ben Slimane,M,n/a,Midfielder,Sheffield United,SHU,12.0,23 years 160 days,Tunisia,194.0
2023/24,343595.0,Axel Disasi,Axel,Disasi,D,2.0,Centre Central Defender,Chelsea,CHE,12.0,26 years 165 days,France,194.0
2023/24,338125.0,Malo Gusto,Malo,Gusto,D,27.0,Right Full Back,Chelsea,CHE,12.0,21 years 96 days,France,194.0
2023/24,362760.0,Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,D,22.0,Right Full Back,n/a,n/a,12.0,25 years 222 days,Brazil,194.0
2023/24,322362.0,Rico Lewis,Rico,Lewis,D,82.0,Right Full Back,Manchester City,MCI,12.0,19 years 276 days,England,194.0
2023/24,282042.0,Frank Onyeka,Frank,Onyeka,M,15.0,Centre Central Midfielder,Brentford,BRE,12.0,26 years 235 days,Nigeria,194.0
2023/24,336736.0,Dango Ouattara,Dango,Ouattara,F,11.0,Forward,Bournemouth,BOU,12.0,22 years 194 days,Burkina Faso,194.0
2023/24,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,12.0,32 years 247 days,Switzerland,194.0
2023/24,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,12.0,29 years 178 days,Czech Republic,194.0
2023/24,344362.0,Micky van de Ven,Micky,van de Ven,D,37.0,Central Defender,Tottenham Hotspur,TOT,12.0,23 years 126 days,Netherlands,194.0
2023/24,356624.0,Adam Wharton,Adam,Wharton,M,20.0,Central Midfielder,Crystal Palace,CRY,12.0,20 years 199 days,England,194.0
2023/24,283241.0,Harry Wilson,Harry,Wilson,M,8.0,Left/Right Winger,Fulham,FUL,12.0,27 years 154 days,Wales,194.0
2023/24,351454.0,Naouirou Ahamada,Naouirou,Ahamada,M,n/a,Midfielder,Crystal Palace,CRY,11.0,22 years 147 days,France,206.0
2023/24,315745.0,Anel Ahmedhodzic,Anel,Ahmedhodzic,D,15.0,Centre Central Defender,Sheffield United,SHU,11.0,25 years 150 days,Bosnia & Herzegovina,206.0
2023/24,346848.0,Sofyan Amrabat,Sofyan,Amrabat,M,4.0,Centre Central Midfielder,n/a,n/a,11.0,28 years 2 days,Morocco,206.0
2023/24,313792.0,Taiwo Awoniyi,Taiwo,Awoniyi,F,9.0,Centre Striker,Nottingham Forest,NFO,11.0,27 years 11 days,Nigeria,206.0
2023/24,258769.0,Diogo Dalot,José Diogo,Dalot Teixeira,D,5.0,Right Full Back,Manchester United,MUN,11.0,25 years 158 days,Portugal,206.0
2023/24,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,11.0,27 years 92 days,England,206.0
2023/24,299539.0,Vitalii Mykolenko,Vitalii,Mykolenko,D,19.0,Left Full Back,Everton,EVE,11.0,25 years 86 days,Ukraine,206.0
2023/24,356584.0,Morgan Rogers,Morgan,Rogers,F,27.0,Left Winger,Aston Villa,AVL,11.0,22 years 28 days,England,206.0
2023/24,361016.0,Albert Sambi Lokonga,Albert,Sambi Lokonga,M,12.0,Centre Central Midfielder,Luton Town,LUT,11.0,24 years 306 days,Belgium,206.0
2023/24,344583.0,Alex Scott,Alex,Scott,M,14.0,Central Midfielder,Bournemouth,BOU,11.0,21 years 2 days,England,206.0
2023/24,322422.0,Marcos Senesi,Marcos,Senesi,D,25.0,Centre Central Defender,Bournemouth,BOU,11.0,27 years 105 days,Argentina,206.0
2023/24,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,West Ham United,WHU,11.0,29 years 296 days,England,206.0
2023/24,342617.0,Ola Aina,Ola,Aina,D,34.0,Right Full Back,Nottingham Forest,NFO,10.0,27 years 320 days,Nigeria,218.0
2023/24,349256.0,Conor Bradley,Conor,Bradley,D,84.0,Right Full Back,Liverpool,LIV,10.0,21 years 45 days,Northern Ireland,218.0
2023/24,343285.0,Jacob Bruun Larsen,Jacob,Bruun Larsen,F,34.0,Left Winger,Burnley,BUR,10.0,25 years 339 days,Denmark,218.0
2023/24,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,Newcastle United,NEW,10.0,32 years 106 days,England,218.0
2023/24,346392.0,Timothy Castagne,Timothy,Castagne,D,21.0,Right Full Back,Fulham,FUL,10.0,28 years 262 days,Belgium,218.0
2023/24,317848.0,Josh Cullen,Josh,Cullen,M,24.0,Centre Central Midfielder,Burnley,BUR,10.0,28 years 138 days,Ireland,218.0
2023/24,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,10.0,31 years 203 days,Jamaica,218.0
