Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,HitWoodwork,Age,Nationality,Rank
2020/21,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,2.0,31 years 287 days,Cote D’Ivoire,34.0
2020/21,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,2.0,29 years 301 days,France,34.0
2020/21,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,1.0,28 years 41 days,Scotland,69.0
2020/21,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,1.0,34 years 279 days,England,69.0
2020/21,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,1.0,35 years 174 days,Belgium,69.0
2020/21,321942.0,Ezgjan Alioski,Ezgjan,Alioski,D,6.0,Left Wing Back,n/a,n/a,1.0,32 years 193 days,North Macedonia,69.0
2020/21,327670.0,Dele Alli,Dele,Alli,M,11.0,Centre Attacking Midfielder,n/a,n/a,1.0,28 years 134 days,England,69.0
2020/21,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,1.0,32 years 358 days,Portugal,69.0
2020/21,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,Fulham,FUL,1.0,28 years 84 days,Denmark,69.0
2020/21,318671.0,Frank Anguissa,Frank,Anguissa,M,99.0,Central Midfielder,n/a,n/a,1.0,28 years 281 days,Cameroon,69.0
2020/21,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,1.0,32 years 146 days,Scotland,69.0
2020/21,277691.0,Fabián Balbuena,Fabián,Balbuena,D,n/a,Centre Central Defender,n/a,n/a,1.0,33 years,Paraguay,69.0
2020/21,15123.0,Chris Basham,Chris,Basham,D,6.0,Centre Central Defender,Sheffield United,SHU,1.0,36 years 34 days,England,69.0
2020/21,315923.0,Steven Bergwijn,Steven,Bergwijn,F,7.0,Left/Right Winger,n/a,n/a,1.0,26 years 320 days,Netherlands,69.0
2020/21,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,n/a,n/a,1.0,33 years 202 days,Cote D’Ivoire,69.0
2020/21,349661.0,Rhian Brewster,Rhian,Brewster,F,n/a,Centre Striker,Sheffield United,SHU,1.0,24 years 144 days,England,69.0
2020/21,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,1.0,28 years 248 days,England,69.0
2020/21,340754.0,Joe Bryan,Joe,Bryan,D,15.0,Left Full Back,n/a,n/a,1.0,30 years 341 days,England,69.0
2020/21,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,1.0,27 years 160 days,England,69.0
2020/21,346392.0,Timothy Castagne,Timothy,Castagne,D,21.0,Right Full Back,n/a,n/a,1.0,28 years 262 days,Belgium,69.0
2020/21,263914.0,Daniel Podence,Daniel,Castelo Podence,M,56.0,Left Winger,Wolverhampton Wanderers,WOL,1.0,28 years 307 days,Portugal,69.0
2020/21,187393.0,Dani Ceballos,Dani,Ceballos,M,8.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,28 years 16 days,Spain,69.0
2020/21,321940.0,Carney Chukwuemeka,Carney,Chukwuemeka,M,17.0,Centre Central Midfielder,Aston Villa,AVL,1.0,20 years 308 days,England,69.0
2020/21,340930.0,Conor Coady,Conor,Coady,D,4.0,Centre Central Defender,n/a,n/a,1.0,31 years 180 days,England,69.0
2020/21,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,1.0,35 years 317 days,Ireland,69.0
2020/21,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 163 days,Portugal,69.0
2020/21,19433.0,Stuart Dallas,Stuart,Dallas,D,15.0,Right Full Back,n/a,n/a,1.0,33 years 126 days,Northern Ireland,69.0
2020/21,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,1.0,31 years 121 days,Wales,69.0
2020/21,323015.0,Keinan Davis,Keinan,Davis,F,7.0,Striker,n/a,n/a,1.0,26 years 192 days,England,69.0
2020/21,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,n/a,n/a,1.0,34 years 109 days,England,69.0
2020/21,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,1.0,27 years 105 days,Brazil,69.0
2020/21,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,1.0,27 years 142 days,Brazil,69.0
2020/21,360795.0,Liam Delap,Liam,Delap,F,19.0,Centre Striker,n/a,n/a,1.0,21 years 197 days,England,69.0
2020/21,333228.0,Mbaye Diagne,Mbaye,Diagne,F,9.0,Centre Striker,West Bromwich Albion,WBA,1.0,32 years 300 days,Senegal,69.0
2020/21,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,1.0,30 years 221 days,England,69.0
2020/21,136802.0,Moussa Djenepo,Moussa,Djenepo,M,19.0,Midfielder,n/a,n/a,1.0,26 years 69 days,Mali,69.0
2020/21,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,1.0,26 years 248 days,Brazil,69.0
2020/21,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,1.0,32 years 276 days,England,69.0
2020/21,163773.0,Mohamed Elneny,Mohamed Naser,Elsayed Elneny,M,15.0,Centre Defensive Midfielder,n/a,n/a,1.0,32 years 43 days,Egypt,69.0
2020/21,356762.0,John Fleck,John,Fleck,M,23.0,Centre Central Midfielder,n/a,n/a,1.0,32 years 365 days,Scotland,69.0
2020/21,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,n/a,n/a,1.0,23 years 250 days,France,69.0
2020/21,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,Newcastle United,NEW,1.0,30 years 181 days,Scotland,69.0
2020/21,160681.0,Darnell Furlong,Darnell,Furlong,D,2.0,Right Full Back,West Bromwich Albion,WBA,1.0,28 years 297 days,England,69.0
2020/21,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,n/a,n/a,1.0,34 years 311 days,England,69.0
2020/21,281624.0,Olivier Giroud,Olivier,Giroud,F,9.0,Centre Striker,n/a,n/a,1.0,37 years 328 days,France,69.0
2020/21,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,28 years 348 days,England,69.0
2020/21,315703.0,Sébastien Haller,Sébastien,Haller,F,9.0,Centre Striker,n/a,n/a,1.0,30 years 62 days,Cote D’Ivoire,69.0
2020/21,315554.0,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,M,10.0,Left/Right Winger,n/a,n/a,1.0,29 years 327 days,Egypt,69.0
2020/21,323869.0,Kortney Hause,Kortney,Hause,D,30.0,Centre Central Defender,Aston Villa,AVL,1.0,29 years 38 days,England,69.0
2020/21,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,1.0,29 years 154 days,England,69.0
2020/21,297575.0,Pablo Hernández,Pablo,Hernández Domínguez,M,19.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,39 years 134 days,Spain,69.0
2020/21,346845.0,Rob Holding,Rob,Holding,D,4.0,Centre Central Defender,n/a,n/a,1.0,28 years 338 days,England,69.0
2020/21,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,n/a,n/a,1.0,23 years 290 days,England,69.0
2020/21,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,1.0,32 years 31 days,England,69.0
2020/21,282098.0,Alireza Jahanbakhsh,Alireza,Jahanbakhsh,F,7.0,Forward,n/a,n/a,1.0,31 years 12 days,Iran,69.0
2020/21,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,1.0,24 years 259 days,England,69.0
2020/21,268675.0,Neeskens Kebano,Neeskens,Kebano,M,21.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,32 years 166 days,DR Congo,69.0
2020/21,317864.0,Joshua King,Joshua,King,F,15.0,Left/Centre/Right Striker,n/a,n/a,1.0,32 years 221 days,Norway,69.0
2020/21,336297.0,Mateusz Klich,Mateusz,Klich,M,43.0,Centre Central Midfielder,n/a,n/a,1.0,34 years 71 days,Poland,69.0
2020/21,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,1.0,26 years 305 days,England,69.0
2020/21,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,1.0,34 years 246 days,Senegal,69.0
2020/21,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,1.0,33 years 87 days,France,69.0
2020/21,177697.0,Adam Lallana,Adam,Lallana,M,10.0,Left/Centre Attacking Midfielder,n/a,n/a,1.0,36 years 105 days,England,69.0
2020/21,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,1.0,30 years 286 days,England,69.0
2020/21,343257.0,Jamal Lewis,Jamal,Lewis,D,6.0,Left Full Back,Newcastle United,NEW,1.0,26 years 211 days,Northern Ireland,69.0
2020/21,342631.0,Jake Livermore,Jake,Livermore,M,8.0,Centre Defensive Midfielder,West Bromwich Albion,WBA,1.0,34 years 283 days,England,69.0
2020/21,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,1.0,24 years 167 days,Portugal,69.0
2020/21,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,1.0,26 years 298 days,England,69.0
2020/21,335850.0,Matthew Lowton,Matthew,Lowton,D,38.0,Right Full Back,n/a,n/a,1.0,35 years 75 days,England,69.0
2020/21,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,1.0,31 years 171 days,England,69.0
2020/21,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,1.0,30 years 34 days,England,69.0
2020/21,361726.0,Oliver McBurnie,Oliver,McBurnie,F,16.0,Centre Striker,Sheffield United,SHU,1.0,28 years 80 days,Scotland,69.0
2020/21,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,1.0,29 years 310 days,Scotland,69.0
2020/21,340871.0,David McGoldrick,David,McGoldrick,F,17.0,Centre Striker,Sheffield United,SHU,1.0,36 years 268 days,Ireland,69.0
2020/21,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Burnley,BUR,1.0,24 years 275 days,England,69.0
2020/21,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,1.0,34 years 337 days,England,69.0
2020/21,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,1.0,29 years 342 days,Serbia,69.0
2020/21,336374.0,David Luiz,David Luiz,Moreira Marinho,D,23.0,Centre Central Defender,n/a,n/a,1.0,37 years 123 days,Brazil,69.0
2020/21,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,1.0,29 years 181 days,England,69.0
2020/21,342773.0,Alex Telles,Alex,Nicolao Telles,D,15.0,Left Full Back,n/a,n/a,1.0,31 years 252 days,Brazil,69.0
2020/21,346867.0,Divock Origi,Divock,Origi,F,27.0,Centre Striker,n/a,n/a,1.0,29 years 127 days,Belgium,69.0
2020/21,258869.0,Thomas Partey,Thomas,Partey,M,5.0,Centre Defensive Midfielder,Arsenal,ARS,1.0,31 years 71 days,Ghana,69.0
2020/21,342046.0,Christian Pulisic,Christian,Pulisic,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,25 years 340 days,United States,69.0
2020/21,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,1.0,26 years 297 days,England,69.0
2020/21,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,1.0,30 years 170 days,England,69.0
2020/21,340596.0,Tyler Roberts,Tyler,Roberts,F,8.0,Centre Second Striker,Leeds United,LEE,1.0,25 years 224 days,Wales,69.0
2020/21,362433.0,Oriol Romeu,Oriol,Romeu,M,14.0,Centre Defensive Midfielder,Southampton,SOU,1.0,32 years 334 days,Spain,69.0
2020/21,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,1.0,32 years 69 days,Egypt,69.0
2020/21,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,1.0,32 years 178 days,England,69.0
2020/21,362162.0,Emile Smith Rowe,Emile,Smith Rowe,M,32.0,Centre Attacking Midfielder,n/a,n/a,1.0,24 years 26 days,England,69.0
2020/21,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,1.0,29 years 178 days,Czech Republic,69.0
2020/21,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,1.0,27 years 263 days,Portugal,69.0
2020/21,51519.0,James Tomkins,James,Tomkins,D,5.0,Defender,n/a,n/a,1.0,35 years 147 days,England,69.0
2020/21,362142.0,Conor Townsend,Conor,Townsend,D,22.0,Left Full Back,West Bromwich Albion,WBA,1.0,31 years 172 days,England,69.0
2020/21,360741.0,Donny van de Beek,Donny,van de Beek,M,6.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 127 days,Netherlands,69.0
2020/21,287385.0,Jannik Vestergaard,Jannik,Vestergaard,D,23.0,Centre Central Defender,n/a,n/a,1.0,32 years 20 days,Denmark,69.0
2020/21,277556.0,Theo Walcott,Theo,Walcott,F,32.0,Right Winger,n/a,n/a,1.0,35 years 160 days,England,69.0
2020/21,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,D,2.0,Right Full Back,Southampton,SOU,1.0,27 years 132 days,England,69.0
2020/21,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,1.0,34 years 299 days,England,69.0
2020/21,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,34 years 144 days,England,69.0
2020/21,322321.0,Georginio Wijnaldum,Georginio,Wijnaldum,M,25.0,Centre Attacking Midfielder,n/a,n/a,1.0,33 years 286 days,Netherlands,69.0
2020/21,359638.0,Hakim Ziyech,Hakim,Ziyech,M,22.0,Centre Attacking Midfielder,n/a,n/a,1.0,31 years 157 days,Morocco,69.0
2020/21,342617.0,Ola Aina,Ola,Aina,D,34.0,Right Full Back,Fulham,FUL,0.0,27 years 320 days,Nigeria,169.0
2020/21,160580.0,Semi Ajayi,Semi,Ajayi,D,6.0,Centre Central Defender,West Bromwich Albion,WBA,0.0,30 years 288 days,Nigeria,169.0
2020/21,355446.0,Edinson Cavani,Edinson,Cavani,F,10.0,Centre Striker,n/a,n/a,0.0,37 years 191 days,Uruguay,169.0
2020/21,270977.0,Grady Diangana,Grady,Diangana,M,n/a,Left/Centre/Right Attacking Midfielder,West Bromwich Albion,WBA,0.0,26 years 126 days,DR Congo,169.0
2019/20,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,6.0,33 years 56 days,Belgium,1.0
2019/20,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,6.0,32 years 31 days,England,1.0
2019/20,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,6.0,26 years 297 days,England,1.0
2019/20,277441.0,Sergio Agüero,Sergio,Agüero,F,19.0,Centre Striker,n/a,n/a,5.0,36 years 82 days,Argentina,4.0
2019/20,281578.0,Gerard Deulofeu,Gerard,Deulofeu,F,10.0,Left Winger,n/a,n/a,5.0,30 years 163 days,Spain,4.0
2019/20,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,5.0,32 years 69 days,Egypt,4.0
2019/20,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,4.0,35 years 66 days,Gabon,7.0
2019/20,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,4.0,32 years 326 days,Brazil,7.0
2019/20,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,n/a,n/a,4.0,25 years 85 days,England,7.0
2019/20,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,4.0,29 years 259 days,England,7.0
2019/20,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,4.0,37 years 225 days,England,7.0
2019/20,289629.0,Tammy Abraham,Tammy,Abraham,F,9.0,Centre Striker,n/a,n/a,3.0,26 years 326 days,England,12.0
2019/20,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,3.0,33 years 264 days,Belgium,12.0
2019/20,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,3.0,29 years 350 days,Portugal,12.0
2019/20,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,3.0,27 years 105 days,Brazil,12.0
2019/20,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,3.0,27 years 142 days,Brazil,12.0
2019/20,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,3.0,34 years 67 days,England,12.0
2019/20,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,3.0,33 years 110 days,Mexico,12.0
2019/20,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,3.0,25 years 226 days,England,12.0
2019/20,362398.0,Nicolas Pépé,Nicolas,Pépé,F,19.0,Right Winger,n/a,n/a,3.0,29 years 86 days,Cote D’Ivoire,12.0
2019/20,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,3.0,32 years 46 days,South Korea,12.0
2019/20,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,2.0,34 years 148 days,Jamaica,22.0
2019/20,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,2.0,27 years 247 days,England,22.0
2019/20,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,2.0,27 years 160 days,England,22.0
2019/20,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,2.0,27 years 163 days,Portugal,22.0
2019/20,324227.0,Josip Drmic,Josip,Drmic,F,18.0,Forward,n/a,n/a,2.0,32 years 15 days,Switzerland,22.0
2019/20,362146.0,Anwar El Ghazi,Anwar,El Ghazi,F,20.0,Left/Right Winger,n/a,n/a,2.0,29 years 112 days,Netherlands,22.0
2019/20,359359.0,Ben Godfrey,Ben,Godfrey,D,5.0,Centre Central Defender,n/a,n/a,2.0,26 years 221 days,England,22.0
2019/20,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,2.0,28 years 348 days,England,22.0
2019/20,315554.0,Trézéguet,Mahmoud Ahmed Ibrahim,Hassan,M,10.0,Left/Right Winger,n/a,n/a,2.0,29 years 327 days,Egypt,22.0
2019/20,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,2.0,28 years 112 days,Nigeria,22.0
2019/20,289672.0,Moritz Leitner,Moritz,Leitner,M,78.0,Central Midfielder,Norwich City,NOR,2.0,31 years 259 days,Germany,22.0
2019/20,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,2.0,37 years 214 days,Ireland,22.0
2019/20,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,2.0,32 years 135 days,Senegal,22.0
2019/20,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,2.0,28 years 262 days,France,22.0
2019/20,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,2.0,29 years 310 days,Scotland,22.0
2019/20,143584.0,Kenny McLean,Kenny,McLean,M,23.0,Centre Central Midfielder,Norwich City,NOR,2.0,32 years 228 days,Scotland,22.0
2019/20,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Burnley,BUR,2.0,24 years 275 days,England,22.0
2019/20,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,2.0,30 years 13 days,Portugal,22.0
2019/20,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,2.0,30 years 170 days,England,22.0
2019/20,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,2.0,25 years 222 days,England,22.0
2019/20,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,2.0,35 years 25 days,England,22.0
2019/20,361056.0,Allan Saint-Maximin,Allan,Saint-Maximin,F,97.0,Left Winger,n/a,n/a,2.0,27 years 164 days,France,22.0
2019/20,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,2.0,32 years 178 days,England,22.0
2019/20,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,2.0,26 years 344 days,England,22.0
2019/20,6363.0,Alexander Tettey,Alexander,Tettey,M,27.0,Centre Defensive Midfielder,n/a,n/a,2.0,38 years 141 days,Norway,22.0
2019/20,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,2.0,28 years 211 days,Spain,22.0
2019/20,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,2.0,29 years 263 days,Belgium,22.0
2019/20,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,1.0,28 years 41 days,Scotland,49.0
2019/20,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,n/a,n/a,1.0,29 years 187 days,Netherlands,49.0
2019/20,337842.0,Marc Albrighton,Marc,Albrighton,M,22.0,Left/Right Winger,n/a,n/a,1.0,34 years 279 days,England,49.0
2019/20,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,1.0,30 years 195 days,Paraguay,49.0
2019/20,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,1.0,33 years 239 days,Spain,49.0
2019/20,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,1.0,28 years 9 days,Brazil,49.0
2019/20,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,1.0,32 years 347 days,Ghana,49.0
2019/20,359465.0,Ross Barkley,Ross,Barkley,M,6.0,Centre Central Midfielder,Chelsea,CHE,1.0,30 years 262 days,England,49.0
2019/20,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,1.0,27 years 359 days,Mali,49.0
2019/20,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,1.0,36 years 14 days,Brazil,49.0
2019/20,315651.0,Robert Brady,Robert,Brady,M,11.0,Left Winger,n/a,n/a,1.0,32 years 222 days,Ireland,49.0
2019/20,356534.0,David Brooks,David,Brooks,M,36.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,1.0,27 years 46 days,Wales,49.0
2019/20,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,n/a,n/a,1.0,32 years 106 days,England,49.0
2019/20,343761.0,Sam Byram,Sam,Byram,D,25.0,Right Full Back,Norwich City,NOR,1.0,30 years 342 days,England,49.0
2019/20,347003.0,Bernard,Bernard Anício,Caldeira Duarte,M,10.0,Midfielder,n/a,n/a,1.0,31 years 350 days,Brazil,49.0
2019/20,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,n/a,n/a,1.0,27 years 246 days,England,49.0
2019/20,344449.0,Steve Cook,Steve,Cook,D,5.0,Central Defender,n/a,n/a,1.0,33 years 126 days,England,49.0
2019/20,358596.0,Arnaut Danjuma,Arnaut,Danjuma,F,n/a,Forward,n/a,n/a,1.0,27 years 205 days,Netherlands,49.0
2019/20,288590.0,Scott Dann,Scott,Dann,D,6.0,Centre Central Defender,n/a,n/a,1.0,37 years 191 days,England,49.0
2019/20,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,1.0,26 years 54 days,England,49.0
2019/20,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,1.0,31 years 121 days,Wales,49.0
2019/20,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,n/a,n/a,1.0,34 years 109 days,England,49.0
2019/20,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,1.0,30 years 221 days,England,49.0
2019/20,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,n/a,n/a,1.0,31 years 34 days,France,49.0
2019/20,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,n/a,n/a,1.0,32 years 220 days,Ireland,49.0
2019/20,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,31 years 235 days,Mali,49.0
2019/20,277842.0,Ondrej Duda,Ondrej,Duda,M,18.0,Centre Attacking Midfielder,n/a,n/a,1.0,29 years 262 days,Slovakia,49.0
2019/20,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,1.0,32 years 276 days,England,49.0
2019/20,359838.0,Angeliño,José Ángel,Esmoris Tasende,D,3.0,Left Full Back,n/a,n/a,1.0,27 years 232 days,Spain,49.0
2019/20,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,Newcastle United,NEW,1.0,35 years 184 days,Argentina,49.0
2019/20,357618.0,Dwight Gayle,Dwight,Gayle,F,25.0,Centre Striker,n/a,n/a,1.0,34 years 311 days,England,49.0
2019/20,281624.0,Olivier Giroud,Olivier,Giroud,F,9.0,Centre Striker,n/a,n/a,1.0,37 years 328 days,France,49.0
2019/20,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,1.0,22 years 327 days,England,49.0
2019/20,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,1.0,33 years 69 days,Germany,49.0
