Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Fouls,Age,Nationality,Rank
2022/23,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,21.0,31 years 235 days,Mali,154.0
2022/23,362760.0,Emerson Royal,Emerson Aparecido,Leite de Souza Júnior,D,22.0,Right Full Back,n/a,n/a,21.0,25 years 222 days,Brazil,154.0
2022/23,318813.0,Lisandro Martínez,Lisandro,Martínez,D,6.0,Central Defender,Manchester United,MUN,21.0,26 years 218 days,Argentina,154.0
2022/23,337759.0,Weston McKennie,Weston,McKennie,M,28.0,Centre Central Midfielder,Leeds United,LEE,21.0,25 years 361 days,United States,154.0
2022/23,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,Chelsea,CHE,21.0,29 years 259 days,England,154.0
2022/23,348034.0,Marcus Tavernier,Marcus,Tavernier,M,n/a,Midfielder,Bournemouth,BOU,21.0,25 years 154 days,England,154.0
2022/23,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,21.0,28 years 211 days,Spain,154.0
2022/23,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,21.0,37 years 225 days,England,154.0
2022/23,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,21.0,32 years 178 days,England,154.0
2022/23,286396.0,Yoane Wissa,Yoane,Wissa,M,11.0,Left Winger,Brentford,BRE,21.0,27 years 355 days,DR Congo,154.0
2022/23,344342.0,Matheus Cunha,Matheus Santos,Carneiro da Cunha,F,12.0,Striker,n/a,n/a,20.0,25 years 88 days,Brazil,168.0
2022/23,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,20.0,33 years 56 days,Belgium,168.0
2022/23,302686.0,Luis Díaz,Luis,Díaz,F,7.0,Left/Right Winger,Liverpool,LIV,20.0,27 years 223 days,Colombia,168.0
2022/23,336323.0,Aaron Hickey,Aaron,Hickey,D,n/a,Left Full Back,Brentford,BRE,20.0,22 years 74 days,Scotland,168.0
2022/23,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,20.0,28 years 210 days,South Korea,168.0
2022/23,320183.0,Sékou Mara,Sékou,Mara,F,18.0,Centre Striker,n/a,n/a,20.0,22 years 24 days,France,168.0
2022/23,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,20.0,32 years 69 days,Egypt,168.0
2022/23,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,20.0,32 years 247 days,Switzerland,168.0
2022/23,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,19.0,31 years 34 days,France,176.0
2022/23,257590.0,Rúben Dias,Rúben,dos Santos Gato Alves Dias,D,3.0,Centre Central Defender,Manchester City,MCI,19.0,27 years 101 days,Portugal,176.0
2022/23,288559.0,Will Hughes,Will,Hughes,M,19.0,Centre Central Midfielder,Crystal Palace,CRY,19.0,29 years 128 days,England,176.0
2022/23,324327.0,Alexander Isak,Alexander,Isak,F,14.0,Centre Striker,Newcastle United,NEW,19.0,24 years 337 days,Sweden,176.0
2022/23,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,19.0,28 years 112 days,Nigeria,176.0
2022/23,361462.0,Rasmus Kristensen,Rasmus,Kristensen,D,13.0,Right Full Back,Leeds United,LEE,19.0,27 years 43 days,Denmark,176.0
2022/23,289352.0,William Saliba,William,Saliba,D,2.0,Central Defender,Arsenal,ARS,19.0,23 years 152 days,France,176.0
2022/23,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,19.0,27 years 263 days,Portugal,176.0
2022/23,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Arsenal,ARS,19.0,29 years 263 days,Belgium,176.0
2022/23,255615.0,Thiago Alcântara,Thiago,Alcântara,M,6.0,Centre Central Midfielder,n/a,n/a,18.0,33 years 134 days,Spain,185.0
2022/23,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,18.0,31 years 243 days,Cote D’Ivoire,185.0
2022/23,258686.0,Ibrahima Diallo,Ibrahima,Diallo,M,27.0,Central Midfielder,Southampton,SOU,18.0,25 years 168 days,France,185.0
2022/23,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,18.0,32 years 276 days,England,185.0
2022/23,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,Arsenal,ARS,18.0,32 years 247 days,Italy,185.0
2022/23,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,18.0,34 years 67 days,England,185.0
2022/23,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,18.0,27 years 325 days,Nigeria,185.0
2022/23,360341.0,Maximilian Kilman,Maximilian,Kilman,D,26.0,Left/Centre Central Defender,n/a,n/a,18.0,27 years 92 days,England,185.0
2022/23,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,n/a,n/a,18.0,30 years 109 days,Croatia,185.0
2022/23,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,18.0,30 years 357 days,Gabon,185.0
2022/23,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,18.0,31 years 163 days,England,185.0
2022/23,19300.0,Tim Ream,Tim,Ream,D,13.0,Left/Centre Central Defender,n/a,n/a,18.0,36 years 323 days,United States,185.0
2022/23,359177.0,Tosin Adarabioyo,Tosin,Adarabioyo,D,4.0,Centre Central Defender,n/a,n/a,17.0,26 years 334 days,England,197.0
2022/23,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,17.0,32 years 146 days,Scotland,197.0
2022/23,286397.0,Adam Armstrong,Adam,Armstrong,F,9.0,Centre Striker,Southampton,SOU,17.0,27 years 195 days,England,197.0
2022/23,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Tottenham Hotspur,TOT,17.0,27 years 359 days,Mali,197.0
2022/23,340957.0,Nathan Collins,Nathan,Collins,D,22.0,Centre Central Defender,n/a,n/a,17.0,23 years 115 days,Ireland,197.0
2022/23,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,Wolverhampton Wanderers,WOL,17.0,34 years 109 days,England,197.0
2022/23,337528.0,João Gomes,João Victor,Gomes da Silva,M,8.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,17.0,23 years 193 days,Brazil,197.0
2022/23,359178.0,Lloyd Kelly,Lloyd,Kelly,D,25.0,Central Defender,n/a,n/a,17.0,25 years 322 days,England,197.0
2022/23,336788.0,Victor Kristiansen,Victor,Kristiansen,D,16.0,Left Full Back,n/a,n/a,17.0,21 years 251 days,Denmark,197.0
2022/23,363133.0,Álex Moreno,Álex,Moreno,D,19.0,Left Full Back,n/a,n/a,17.0,31 years 76 days,Spain,197.0
2022/23,360737.0,Joe Rothwell,Joe,Rothwell,M,8.0,Central Midfielder,n/a,n/a,17.0,29 years 225 days,England,197.0
2022/23,160842.0,Jordan Zemura,Jordan,Zemura,D,29.0,Left Full Back,n/a,n/a,17.0,24 years 283 days,Zimbabwe,197.0
2022/23,342721.0,Brenden Aaronson,Brenden,Aaronson,M,7.0,Centre Attacking Midfielder,Leeds United,LEE,16.0,23 years 306 days,United States,209.0
2022/23,356612.0,Carlos Alcaraz,Carlos,Alcaraz,M,26.0,Centre Central Midfielder,Southampton,SOU,16.0,21 years 267 days,Argentina,209.0
2022/23,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,Southampton,SOU,16.0,28 years 133 days,Poland,209.0
2022/23,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,16.0,29 years 13 days,Algeria,209.0
2022/23,312585.0,Philippe Coutinho,Philippe,Coutinho Correia,M,23.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,16.0,32 years 72 days,Brazil,209.0
2022/23,322024.0,Marc Cucurella,Marc,Cucurella,D,3.0,Left Wing Back,Chelsea,CHE,16.0,26 years 32 days,Spain,209.0
2022/23,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,Fulham,FUL,16.0,27 years 227 days,France,209.0
2022/23,338756.0,James Garner,James,Garner,M,n/a,Centre Central Midfielder,Everton,EVE,16.0,23 years 163 days,England,209.0
2022/23,300707.0,Toti Gomes,Tote António,Gomes,D,24.0,Centre Central Defender,Wolverhampton Wanderers,WOL,16.0,25 years 220 days,Portugal,209.0
2022/23,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,West Ham United,WHU,16.0,32 years 31 days,England,209.0
2022/23,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,16.0,33 years 184 days,Algeria,209.0
2022/23,302911.0,Jean-Philippe Mateta,Jean-Philippe,Mateta,F,14.0,Centre Striker,Crystal Palace,CRY,16.0,27 years 56 days,France,209.0
2022/23,153012.0,Chris Mepham,Chris,Mepham,D,6.0,Centre Central Defender,Bournemouth,BOU,16.0,26 years 292 days,Wales,209.0
2022/23,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,16.0,38 years 232 days,England,209.0
2022/23,344312.0,Gianluca Scamacca,Gianluca,Scamacca,F,9.0,Centre Striker,n/a,n/a,16.0,25 years 235 days,Italy,209.0
2022/23,349711.0,Lyanco,Lyanco Evangelista,Silveira Neves Vojnovic,D,n/a,Centre Central Defender,n/a,n/a,16.0,27 years 204 days,Brazil,209.0
2022/23,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,15.0,23 years 78 days,Algeria,225.0
2022/23,359145.0,Luke Ayling,Luke,Ayling,D,12.0,Right Full Back,n/a,n/a,15.0,32 years 364 days,England,225.0
2022/23,313931.0,Sven Botman,Sven,Botman,D,4.0,Central Defender,Newcastle United,NEW,15.0,24 years 224 days,Netherlands,225.0
2022/23,294324.0,Lewis Cook,Lewis,Cook,M,n/a,Midfielder,Bournemouth,BOU,15.0,27 years 202 days,England,225.0
2022/23,360753.0,Felipe,Felipe Augusto,de Almeida Monteiro,D,n/a,Centre Central Defender,n/a,n/a,15.0,35 years 99 days,Brazil,225.0
2022/23,356259.0,Emmanuel Dennis,Emmanuel,Dennis,F,25.0,Centre Striker,Nottingham Forest,NFO,15.0,26 years 282 days,Nigeria,225.0
2022/23,325419.0,Antony,Antony Matheus,dos Santos,F,21.0,Left/Right Winger,Manchester United,MUN,15.0,24 years 181 days,Brazil,225.0
2022/23,363120.0,João Félix,João,Félix Sequeira,F,14.0,Left/Centre/Right Second Striker,n/a,n/a,15.0,24 years 287 days,Portugal,225.0
2022/23,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,15.0,33 years 138 days,Serbia,225.0
2022/23,282042.0,Frank Onyeka,Frank,Onyeka,M,15.0,Centre Central Midfielder,Brentford,BRE,15.0,26 years 235 days,Nigeria,225.0
2022/23,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,15.0,26 years 297 days,England,225.0
2022/23,361805.0,Ryan Sessegnon,Ryan,Sessegnon,M,30.0,Left/Right Winger,n/a,n/a,15.0,24 years 97 days,England,225.0
2022/23,362988.0,Deniz Undav,Deniz,Undav,F,26.0,Centre Striker,n/a,n/a,15.0,28 years 35 days,Germany,225.0
2022/23,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,15.0,34 years 87 days,England,225.0
2022/23,335842.0,Max Wöber,Max,Wöber,D,39.0,Central Defender,Leeds United,LEE,15.0,26 years 201 days,Austria,225.0
2022/23,135989.0,Josh Dasilva,Josh,Dasilva,M,10.0,Left/Right Winger,Brentford,BRE,14.0,25 years 305 days,England,240.0
2022/23,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,Tottenham Hotspur,TOT,14.0,27 years 105 days,Brazil,240.0
2022/23,165275.0,Harvey Elliott,Harvey,Elliott,M,n/a,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,14.0,21 years 141 days,England,240.0
2022/23,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,14.0,28 years 183 days,Spain,240.0
2022/23,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,14.0,33 years 110 days,Mexico,240.0
2022/23,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Everton,EVE,14.0,28 years 9 days,France,240.0
2022/23,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Brentford,BRE,14.0,34 years 337 days,England,240.0
2022/23,349912.0,Paul Onuachu,Paul,Onuachu,F,30.0,Forward,Southampton,SOU,14.0,30 years 87 days,Nigeria,240.0
2022/23,338755.0,Nathan Patterson,Nathan,Patterson,D,n/a,Right Full Back,Everton,EVE,14.0,22 years 312 days,Scotland,240.0
2022/23,359151.0,Luis Sinisterra,Luis,Sinisterra,F,17.0,Right Winger,n/a,n/a,14.0,25 years 67 days,Colombia,240.0
2022/23,336341.0,Wout Weghorst,Wout,Weghorst,F,27.0,Striker,n/a,n/a,14.0,32 years 16 days,Netherlands,240.0
2022/23,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,14.0,29 years 301 days,France,240.0
2022/23,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,13.0,30 years 173 days,Spain,252.0
2022/23,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,13.0,30 years 88 days,Portugal,252.0
2022/23,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,Chelsea,CHE,13.0,27 years 246 days,England,252.0
2022/23,322881.0,Mikkel Damsgaard,Mikkel,Damsgaard,M,24.0,Left/Centre Attacking Midfielder,Brentford,BRE,13.0,24 years 51 days,Denmark,252.0
2022/23,312805.0,Julio Enciso,Julio,Enciso,M,10.0,Left/Centre Attacking Midfielder,Brighton & Hove Albion,BHA,13.0,20 years 213 days,Paraguay,252.0
2022/23,318378.0,Christian Eriksen,Christian,Eriksen,M,14.0,Centre Attacking Midfielder,Manchester United,MUN,13.0,32 years 191 days,Denmark,252.0
2022/23,325335.0,Wesley Fofana,Wesley,Fofana,D,29.0,Centre Central Defender,Chelsea,CHE,13.0,23 years 250 days,France,252.0
2022/23,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,13.0,27 years 92 days,England,252.0
2022/23,138634.0,Curtis Jones,Curtis,Jones,M,17.0,Centre Central Midfielder,Liverpool,LIV,13.0,23 years 206 days,England,252.0
2022/23,337950.0,Sasa Lukic,Sasa,Lukic,M,20.0,Central Midfielder,Fulham,FUL,13.0,28 years 10 days,Serbia,252.0
2022/23,344429.0,Ainsley Maitland-Niles,Ainsley,Maitland-Niles,M,98.0,Centre/Right Wing Back,Southampton,SOU,13.0,26 years 360 days,England,252.0
2022/23,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,West Ham United,WHU,13.0,30 years 20 days,Italy,252.0
2022/23,336549.0,Pablo Sarabia,Pablo,Sarabia,M,21.0,Left/Centre/Right Attacking Midfielder,Wolverhampton Wanderers,WOL,13.0,32 years 104 days,Spain,252.0
2022/23,340456.0,Kevin Schade,Kevin,Schade,M,7.0,Left/Right Winger,n/a,n/a,13.0,22 years 270 days,Germany,252.0
2022/23,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,13.0,32 years 46 days,South Korea,252.0
2022/23,187644.0,Kostas Tsimikas,Kostas,Tsimikas,D,21.0,Left Full Back,Liverpool,LIV,13.0,28 years 103 days,Greece,252.0
2022/23,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,13.0,33 years 46 days,Netherlands,252.0
2022/23,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,Manchester City,MCI,12.0,29 years 187 days,Netherlands,269.0
2022/23,14742.0,Liam Cooper,Liam,Cooper,D,6.0,Centre Central Defender,Leeds United,LEE,12.0,32 years 359 days,Scotland,269.0
2022/23,129760.0,Naby Keïta,Naby,Keïta,M,8.0,Centre Central Midfielder,n/a,n/a,12.0,29 years 195 days,Guinea,269.0
2022/23,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,12.0,26 years 305 days,England,269.0
2022/23,360568.0,Moussa Niakhaté,Moussa,Niakhaté,D,19.0,Central Defender,n/a,n/a,12.0,28 years 168 days,Senegal,269.0
2022/23,340461.0,Pedro Porro,Pedro,Porro,D,23.0,Right Full Back,n/a,n/a,12.0,24 years 345 days,Spain,269.0
2022/23,302967.0,Sam Surridge,Sam,Surridge,F,16.0,Centre Striker,n/a,n/a,12.0,26 years 26 days,England,269.0
2022/23,356341.0,Luke Thomas,Luke,Thomas,D,33.0,Left Full Back,n/a,n/a,12.0,23 years 74 days,England,269.0
2022/23,287525.0,Raphaël Varane,Raphaël,Varane,D,19.0,Centre Central Defender,n/a,n/a,12.0,31 years 120 days,France,269.0
2022/23,359638.0,Hakim Ziyech,Hakim,Ziyech,M,22.0,Centre Attacking Midfielder,n/a,n/a,12.0,31 years 157 days,Morocco,269.0
2022/23,360330.0,Shandon Baptiste,Shandon,Baptiste,M,26.0,Central Midfielder,n/a,n/a,11.0,26 years 137 days,Grenada,279.0
2022/23,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,11.0,36 years 14 days,Brazil,279.0
